"","GeneID","Chr","Start","End","Strand","Length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2179","50S ribosomal protein L9","CP080275",1919660,1920274,"+",615,18192.2468931748,0.256198429717187,0.231316529663718,1.10756645921345,0.268049095499288,0.408415311144203
"2180","peptidyl-tRNA hydrolase","CP080275",1920508,1920690,"+",183,64.2455378498169,0.343919078050167,0.270066763612274,1.2734594714658,0.202855045392383,0.331809770823598
"2181","lytic transglycosylase domain-containing protein_3","CP080275",1921012,1921482,"+",471,228.981077841706,0.958654053765695,0.237715530255619,4.03277839161304,5.51212554746953e-05,0.000274027283076024
"2182","bifunctional 2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase","CP080275",1921632,1923590,"+",1959,3420.37732484917,0.0607934491730333,0.104960341044972,0.57920399807948,0.562451533438491,0.693169772326713
"2183","calcium-binding protein_4","CP080275",1923889,1925157,"+",1269,730.12531043789,-0.245464819431368,0.166240789396656,-1.47656192154912,0.139793105242294,0.249523177099148
"2184","trigger factor","CP080275",1925373,1926704,"-",1332,13118.4310305561,0.345104714539345,0.196546888562747,1.75583911331759,0.0791158837179236,0.159653511646423
"2185","porin_1","CP080275",1926973,1928103,"-",1131,6772.94896956116,1.48279146088663,0.12440382832758,11.919178700692,9.40308978775538e-33,3.81925497975e-31
"2186","methyl-accepting chemotaxis protein_8","CP080275",1928457,1930658,"+",2202,1644.61380760598,-0.587723753445023,0.149443974770441,-3.93273636055129,8.39843326961989e-05,0.000402829374665939
"2187","SOS response-associated peptidase","CP080275",1931271,1931963,"+",693,185.94335031491,0.294414454457919,0.223456645786383,1.31754619971952,0.187655605714958,0.312732039554652
"2188","c-type cytochrome_3","CP080275",1933031,1933471,"+",441,68.8982875074676,-0.197919007938308,0.331193494318365,-0.597593284088047,0.550111346494165,0.683526098668023
"2189","multicopper oxidase family protein_2","CP080275",1933473,1934852,"+",1380,188.310220815108,-0.422658474891534,0.157828491251384,-2.67796056048169,0.00740719396746708,0.0219400050952594
"2190","cytochrome c_3","CP080275",1934849,1935253,"+",405,72.7174153681722,-0.143895465119394,0.265872713460031,-0.541219379930938,0.588356381138363,0.716766006121975
"2191","DUF305 domain-containing protein","CP080275",1935329,1936153,"+",825,195.579255172776,-1.07602859804769,0.24029715302924,-4.47790822522461,7.53779915714809e-06,4.32121879609481e-05
"2192","glutaredoxin","CP080275",1936181,1936942,"+",762,140.145375329701,-1.75996485757903,0.196053809437936,-8.97694802577239,2.78381319731962e-19,5.93776468567949e-18
"2193","copper chaperone PCu(A)C_1","CP080275",1936914,1937381,"-",468,81.4245260049214,0.0800847415651895,0.286674032858948,0.279358199159229,0.77996994678188,0.860171126343466
"2194","CopD family protein_1","CP080275",1937440,1938318,"-",879,136.39921877628,0.00045427569769805,0.15800592611065,0.00287505480889322,0.99770604131681,0.99838790336616
"2195","copper resistance protein CopC","CP080275",1938321,1938683,"-",363,300.314532282514,0.456026150565385,0.214320722084424,2.12777442204469,0.0333557910416719,0.0788071845279106
"2196","copper resistance protein B","CP080275",1938775,1939491,"-",717,36.4102920578741,0.496420504136403,0.342019199127029,1.4514404612474,0.146657249908027,0.258304685287519
"2197","copper resistance system multicopper oxidase","CP080275",1939521,1941275,"-",1755,25.9202647931248,0.15115340603031,0.339818368911519,0.444806460917557,0.656459624859853,0.768822959421754
"2198","hypothetical protein_273","CP080275",1941458,1941811,"-",354,142.286377351607,-0.325938362510708,0.202570687738562,-1.60901049480251,0.107614046838562,0.203602790302095
"2199","hypothetical protein_274","CP080275",1942430,1942756,"+",327,652.435741355112,-0.371729542693437,0.180140733598306,-2.0635507320757,0.039060332983117,0.0895059934696071
"2200","helix-turn-helix transcriptional regulator_4","CP080275",1942939,1943697,"+",759,2592.23640806525,0.284265286453062,0.182450667742222,1.55803916735833,0.11922396368329,0.220102233849814
"2201","hypothetical protein_275","CP080275",1943679,1944401,"-",723,348.137654849334,-0.238315205506489,0.221344499060243,-1.07667101065668,0.281627267760481,0.422994849846387
"2202","bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase","CP080275",1945176,1946834,"-",1659,507.588999727129,-0.273935887153189,0.154610436078335,-1.77178134996267,0.0764308595859209,0.155467779381484
"2203","P-II family nitrogen regulator_1","CP080275",1947026,1947364,"+",339,1398.50913338598,0.20413689032588,0.123603189757899,1.65155034207225,0.0986262501882356,0.191047703307298
"2204","type I glutamate--ammonia ligase","CP080275",1947458,1948864,"+",1407,6702.57452774615,0.119225177034941,0.195870505807725,0.608693874268019,0.542727368119313,0.677832218344631
"2205","hypothetical protein_276","CP080275",1949398,1950423,"+",1026,1094.23128697807,-0.869152283282063,0.144691971158156,-6.00691438733692,1.89087295246042e-09,1.76081778841315e-08
"2206","DUF3445 domain-containing protein","CP080275",1950440,1951204,"-",765,218.005566478904,-0.215953722157588,0.162008366133215,-1.33297882888354,0.18253875153847,0.306075078337233
"2207","Xaa-Pro peptidase family protein_1","CP080275",1951392,1952735,"+",1344,31.9610495749853,0.0151858511122082,0.302707408376756,0.0501667639838781,0.959989496688977,0.976876305532653
"2208","NUDIX hydrolase_3","CP080275",1952813,1953373,"-",561,96.5523820915805,0.287636113959787,0.205913711690516,1.39687693256726,0.1624505823928,0.278507554367181
"2209","bifunctional alpha/beta hydrolase/OsmC family protein","CP080275",1953469,1954725,"+",1257,955.278288185858,0.322826378158432,0.170758754702615,1.89054071470977,0.058685680658905,0.12489516653049
"2210","adenylosuccinate lyase","CP080275",1955004,1956308,"+",1305,4788.96125914705,0.65427420368837,0.115183034164666,5.68030012782108,1.34458593613534e-08,1.15883275489046e-07
"2211","hypothetical protein_277","CP080275",1956497,1957102,"+",606,416.727723383971,0.182542742782048,0.196952742053,0.926835244227905,0.354012082889751,0.502460272294821
"2212","flagellar motor switch protein FliG","CP080275",1957179,1958372,"+",1194,2230.74531133865,-0.815032616049316,0.118299057872895,-6.88959515573672,5.59513884050884e-12,6.9811242134192e-11
"2213","lysophospholipid acyltransferase family protein_2","CP080275",1958750,1959685,"+",936,1064.12011223487,0.0406005213305275,0.102748892398299,0.395143153204439,0.692737243091865,0.795449862894658
"2214","DUF1223 domain-containing protein","CP080275",1959700,1960431,"-",732,559.857746816039,0.496293119728654,0.191539134917424,2.59107946761175,0.00956753954434001,0.0273829580062145
"2215","aconitate hydratase AcnA","CP080275",1960677,1963364,"+",2688,10889.1029699353,1.1356944226884,0.180542888178156,6.29044120291087,3.1656493798126e-10,3.2059547300065e-09
"2216","antibiotic biosynthesis monooxygenase_2","CP080275",1963642,1963941,"+",300,40.326204628397,0.569769224224809,0.303232152743584,1.8789868391912,0.0602462902675212,0.127153309143945
"2217","DsbE family thiol:disulfide interchange protein","CP080275",1964019,1964558,"-",540,118.847450397758,0.578078046300674,0.365708469008269,1.58070729909075,0.11394497868108,0.21367481758564
"2218","heme exporter protein CcmD","CP080275",1964551,1964721,"-",171,32.6577184263847,0.117750877128418,0.316111821952559,0.372497543436036,0.709522440673948,0.808161300266448
"2219","heme ABC transporter permease","CP080275",1964721,1965452,"-",732,250.938370899952,0.751008464898869,0.324257985847035,2.31608317351712,0.0205537278452733,0.0527025741526216
"2220","heme exporter protein CcmB","CP080275",1965498,1966154,"-",657,192.768168401832,0.646920911658535,0.206641641758265,3.13064155972648,0.00174424911332892,0.00618916646346637
"2221","heme ABC exporter ATP-binding protein CcmA","CP080275",1966151,1966777,"-",627,170.637067640928,0.9389928321406,0.22307359726882,4.20934096924544,2.56116636898795e-05,0.000135062613215414
"2222","Mth938-like domain-containing protein","CP080275",1966875,1967228,"-",354,110.505912244852,0.648329586627645,0.219305240079555,2.95628862489769,0.00311365569905692,0.0103015055970531
"2223","protein translocase subunit SecF","CP080275",1967397,1968365,"-",969,1283.33273683201,0.484422360264144,0.225553937053499,2.14770075216751,0.031737535586022,0.0759711039921204
"2224","protein translocase subunit SecD","CP080275",1968367,1970028,"-",1662,3594.43113230478,0.24755262267549,0.149635828776409,1.65436730427305,0.0980529054724293,0.190473260900754
"2225","preprotein translocase subunit YajC","CP080275",1970063,1970347,"-",285,3879.0915976991,0.478530354406552,0.159553847802798,2.99917777600698,0.0027070930025119,0.00908232081159089
"2226","pentapeptide repeat-containing protein","CP080275",1970523,1971644,"+",1122,425.628531055432,-0.31678583010693,0.18922958414621,-1.67408194409053,0.0941144958104717,0.184365903029441
"2227","serine--tRNA ligase","CP080275",1971754,1973046,"+",1293,3687.00548133224,-0.0677571736139082,0.19257883447589,-0.351841228026494,0.724957337485193,0.820635038693668
"2228","helix-hairpin-helix domain-containing protein","CP080275",1973137,1973820,"-",684,528.02269789792,-0.935438742863248,0.239571535016433,-3.90463225440819,9.43687740528659e-05,0.000450938647476648
"2229","fatty acid desaturase_3","CP080275",1973817,1974830,"-",1014,727.256166853582,-0.476279883663198,0.146949599056547,-3.24111046726928,0.00119065034743198,0.00438793728426186
"2230","ribosome biogenesis GTPase Der","CP080275",1975162,1976622,"-",1461,2206.66955172098,-0.162110108970385,0.163741666926678,-0.99003578022066,0.322156630650042,0.467145467459879
"2231","PQQ-like beta-propeller repeat protein","CP080275",1976722,1978044,"-",1323,1841.89056613548,-0.0228679346798194,0.105914522353497,-0.215909340585949,0.829058416085417,0.892904099468018
"2232","hypothetical protein_278","CP080275",1978111,1978782,"-",672,748.672719494909,-0.0214705573888602,0.109586186307902,-0.195923939980308,0.844669699001568,0.901365935106701
"2233","efflux RND transporter periplasmic adaptor subunit_3","CP080275",1979080,1980363,"+",1284,4026.09531281509,-0.0047546882943948,0.139289857813396,-0.0341352081841061,0.972769332764803,0.984371405379278
"2234","efflux RND transporter permease subunit_3","CP080275",1980360,1984163,"+",3804,10977.3617303291,0.0353259005243662,0.1679609101612,0.21032215466362,0.833416245062825,0.896080885285798
"2235","hypothetical protein_279","CP080275",1984254,1984481,"+",228,321.495307089922,0.240377548266392,0.357445291323203,0.672487662032291,0.501273292105116,0.644975140163762
"2236","ABC transporter ATP-binding protein/permease_1","CP080275",1984529,1986337,"-",1809,1055.91681466556,0.285879262930118,0.178459596722595,1.60192709263207,0.109171732619978,0.206141283453549
"2237","LysM peptidoglycan-binding domain-containing protein","CP080275",1986473,1988167,"-",1695,339.677426191853,0.0126757461380865,0.144949708062164,0.0874492698712465,0.930314407654553,0.960503085025712
"2238","TIGR00730 family Rossman fold protein_1","CP080275",1988333,1988875,"+",543,542.570232380673,-0.0517572209239082,0.127121732315457,-0.407146913286791,0.6839000890684,0.789576818888162
"2239","host attachment family protein","CP080275",1988987,1989439,"-",453,1922.63375804334,-1.01421718998025,0.232797718727121,-4.35664574174408,1.32070764903509e-05,7.24491638508043e-05
"2240","hypothetical protein_280","CP080275",1989439,1989639,"-",201,855.586383973643,-0.15583534694748,0.203417179076975,-0.766087444799882,0.443624272995897,0.593467930728218
"2241","superoxide dismutase","CP080275",1989795,1990394,"-",600,23099.9166394861,0.264495640616622,0.184242895720772,1.4355812178369,0.151121542390591,0.264185919801867
"2242","hypothetical protein_281","CP080275",1990570,1991037,"-",468,938.915077486686,0.515252802056635,0.136890772792996,3.76397029210868,0.000167236760250829,0.000754739894370764
"2243","hypothetical protein_282","CP080275",1991103,1991558,"-",456,1069.38357704354,0.43008220118396,0.185576149282894,2.31755105839781,0.020473732691738,0.0525680641674888
"2244","sarcosine oxidase subunit gamma_3","CP080275",1991739,1992311,"-",573,147.007715656556,-0.334579719295215,0.200918246120052,-1.66525303578103,0.0958622839410492,0.18708261185438
"2245","sarcosine oxidase subunit alpha family protein_3","CP080275",1992304,1995336,"-",3033,631.985555178485,-0.55152904734392,0.218118052415551,-2.52858046931928,0.0114524829990536,0.031823566295769
"2246","sarcosine oxidase subunit delta_3","CP080275",1995395,1995724,"-",330,78.2358416419499,-0.325425583092576,0.237744183230164,-1.36880565770783,0.171060031901719,0.290657410681248
"2247","sarcosine oxidase subunit beta family protein_3","CP080275",1995810,1997054,"-",1245,339.763523372138,-0.420555236306516,0.15886299779014,-2.64728251485014,0.00811415337312566,0.0237315800395518
"2248","c-type cytochrome biogenesis protein CcmI","CP080275",1997287,1998543,"+",1257,1127.25912829491,0.643341297301884,0.129039311134258,4.98562253352796,6.17626211912211e-07,4.28744886741968e-06
"2249","Holliday junction resolvase RuvX","CP080275",1998540,1999013,"+",474,508.636264374393,0.609644767389419,0.12178087580458,5.00607967680992,5.55497705331299e-07,3.87023766232646e-06
"2250","DUF1289 domain-containing protein_2","CP080275",1999019,1999252,"+",234,147.437533332242,-0.0109890030033594,0.185601955590613,-0.0592073664762353,0.952786942338248,0.9733638001367
"2251","hypothetical protein_283","CP080275",1999415,2000209,"-",795,111.005031993855,0.515540217230183,0.166713606961437,3.0923703627229,0.00198564941295479,0.00693614772064171
"2252","sulfite exporter TauE/SafE family protein_3","CP080275",2000228,2001094,"-",867,152.051892725738,0.750921641808111,0.217404213375092,3.45403444648301,0.000552266830404291,0.00222891623518349
"2253","tRNA dihydrouridine(20/20a) synthase DusA","CP080275",2001307,2002254,"-",948,291.380229017914,0.411866935465142,0.182420815968961,2.25778474499983,0.0239590827487177,0.0593998558016911
"2254","DUF1328 domain-containing protein_2","CP080275",2003283,2003456,"+",174,541.163851087513,-0.289602882514701,0.195635659343883,-1.48031746096781,0.138788545566256,0.248310528103077
"2255","response regulator_6","CP080275",2003658,2006303,"-",2646,647.66332097648,-0.678106306003664,0.132184685198367,-5.12999145843593,2.8975532615268e-07,2.1002239329856e-06
"2256","molybdopterin-dependent oxidoreductase_2","CP080275",2006354,2006983,"-",630,746.36000305649,-1.08407977119887,0.225797060971049,-4.80112436599815,1.57777240039796e-06,1.01755659201341e-05
"2257","response regulator transcription factor_4","CP080275",2007309,2007923,"+",615,1268.77329957205,-0.989282884976248,0.197201535477814,-5.01660842842446,5.25916010903426e-07,3.67755921177524e-06
"2258","DUF2474 family protein","CP080275",2008069,2008236,"-",168,140.707329466101,-0.318316383424398,0.240853721405785,-1.32161704443049,0.186295704781341,0.311008745454814
"2259","cytochrome d ubiquinol oxidase subunit II","CP080275",2008236,2009240,"-",1005,871.536224920491,0.0929354911620711,0.158151766322574,0.587634860634534,0.556777406744561,0.689291873849136
"2260","cytochrome ubiquinol oxidase subunit I","CP080275",2009255,2010679,"-",1425,1356.11842395685,0.19238731913736,0.133221871616041,1.44411211765467,0.14870744001049,0.261041382050598
"2261","Crp/Fnr family transcriptional regulator_2","CP080275",2010965,2011633,"+",669,117.971199333178,0.570006583345277,0.241483955804194,2.36043252416929,0.0182536386942764,0.0476366319444617
"2262","DUF2892 domain-containing protein","CP080275",2011740,2011952,"+",213,37.393584699309,0.362634035909244,0.299476856345581,1.21089168737227,0.225936918897063,0.35749156914587
"2263","sulfate permease","CP080275",2012074,2013828,"+",1755,154.136385976875,0.142216996380302,0.216506365467429,0.656872125090925,0.511263143047506,0.652219181546489
"2264","alginate biosynthesis protein","CP080275",2013919,2015289,"-",1371,3467.82317628993,-1.07127219332488,0.157807899731329,-6.78845732785711,1.13338891506426e-11,1.36939204990992e-10
"2265","TfoX/Sxy family protein","CP080275",2015528,2015857,"+",330,106.769218833483,0.784294173483174,0.212757436382702,3.68633024921586,0.000227511075519276,0.00101357909723757
"2266","YqaE/Pmp3 family membrane protein","CP080275",2015927,2016097,"+",171,184.482899125301,0.322612419479423,0.382427367476661,0.843591350713444,0.398897799185048,0.548430607593991
"2267","DUF4112 domain-containing protein","CP080275",2016090,2016614,"+",525,855.859338685737,-0.304259170425124,0.204360742452706,-1.4888337494445,0.136531152712101,0.245533694519905
"2268","nucleoside-diphosphate kinase","CP080275",2016719,2017141,"-",423,8917.13882432557,0.723143643903888,0.177766549287763,4.06793992908804,4.743060414281e-05,0.000239854366380462
"2269","ATP-binding cassette domain-containing protein_14","CP080275",2017385,2019238,"+",1854,1574.43395732925,0.121938531323439,0.107797053588283,1.13118612489324,0.257976760637813,0.396200833513746
"2270","MarC family protein","CP080275",2019238,2019858,"+",621,594.914744960117,-0.369227089184377,0.25334157194239,-1.45742795528378,0.144998285018928,0.256060801203639
"2271","TIGR02281 family clan AA aspartic protease","CP080275",2019926,2020507,"+",582,881.250303215971,-0.00607663120900733,0.215674322645786,-0.0281750332374397,0.97752254990747,0.986314356450748
"2272","DNA polymerase III subunit chi","CP080275",2020528,2021001,"-",474,310.663756136902,-0.0889810109311437,0.158711787354706,-0.560645257760718,0.575039392353581,0.705948681673947
"2273","leucyl aminopeptidase","CP080275",2021036,2022511,"-",1476,2079.60733157474,-0.303882486087387,0.237239970546604,-1.28090762019249,0.200226115942843,0.329084507391207
"2274","LPS export ABC transporter permease LptF","CP080275",2022760,2023911,"+",1152,973.025269849095,0.248655293353182,0.167590646066579,1.4837062759123,0.13788686060146,0.247160579237735
"2275","LPS export ABC transporter permease LptG","CP080275",2023908,2025011,"+",1104,615.889361961892,0.102561749648094,0.146278997916534,0.701137901605091,0.483216959039193,0.629451501061631
"2276","LPS assembly protein LptD","CP080275",2025013,2027202,"+",2190,1608.26874969985,0.0916101635197975,0.0831790280515238,1.10136131265024,0.270739436094559,0.410354572055985
"2277","peptidylprolyl isomerase_3","CP080275",2027187,2028452,"+",1266,2649.39506147367,-0.0254620713914423,0.0855141662314766,-0.297752670855956,0.765891940072464,0.85153623389536
"2278","4-hydroxythreonine-4-phosphate dehydrogenase PdxA","CP080275",2028449,2029426,"+",978,702.347947555187,-0.15447429677597,0.138542244464987,-1.11499779271303,0.264851367607164,0.404802617888657
"2279","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA","CP080275",2029549,2030394,"+",846,517.046891841704,-0.0603643974218446,0.177748470917706,-0.339605719870255,0.734153470065174,0.828179995957839
"2280","DUF4167 domain-containing protein","CP080275",2030530,2031264,"-",735,4975.78724246799,0.115527880810611,0.0992861182047353,1.16358543268238,0.24459205769201,0.380853375313253
"2281","peptide chain release factor N(5)-glutamine methyltransferase","CP080275",2031489,2032346,"-",858,543.840055987465,-0.348443055960482,0.183124331357648,-1.90276766269776,0.0570708685034619,0.122342577400534
"2282","peptide chain release factor 1","CP080275",2032343,2033398,"-",1056,888.071435361288,-0.283651417304445,0.134706353918595,-2.10570183998788,0.0352302599112723,0.0824198114836016
"2283","hypothetical protein_284","CP080275",2033566,2033859,"+",294,256.183538825492,-0.794170679332843,0.160473785104486,-4.94891224018772,7.46293849714162e-07,5.05203886207211e-06
"2284","DUF1499 domain-containing protein","CP080275",2033902,2034324,"-",423,70.798778980179,0.33800175302678,0.216808323278269,1.55898882439565,0.118999025264732,0.219912041849345
"2285","agmatinase_1","CP080275",2034369,2036277,"-",1909,2824.61408601029,0.0755924655403852,0.125070269720249,0.604399956196358,0.545577764886398,0.679613672540381
"2286","M20 family metallopeptidase_4","CP080275",2036337,2037530,"-",1194,1232.2161317465,0.11699323708451,0.0924404513774794,1.265606510366,0.20565399409267,0.334549190219776
"2287","nucleoside triphosphate pyrophosphohydrolase","CP080275",2037595,2038431,"+",837,814.906234457542,-0.336702952142716,0.164642942914718,-2.04504940316283,0.0408499877829656,0.0926709764440656
"2288","M48 family metallopeptidase_1","CP080275",2038478,2039170,"+",693,607.401104362607,0.0553550172893438,0.136707891214149,0.404914572214648,0.68554030653538,0.790988952738003
"2289","LLM class flavin-dependent oxidoreductase_4","CP080275",2039345,2040340,"+",996,1136.88403518655,-0.00157208120222909,0.155975711147147,-0.0100790128839098,0.99195824738761,0.994824425670054
"2290","PIN domain-containing protein","CP080275",2040351,2040893,"-",543,307.225234637844,0.137885846768628,0.208974497062572,0.659821407429166,0.509368443880007,0.65085967829112
"2291","class I SAM-dependent rRNA methyltransferase","CP080275",2040915,2042129,"-",1215,1254.98625196518,0.138113886266884,0.152934061333026,0.903094347086812,0.36647582393886,0.517356175989006
"2292","hypothetical protein_285","CP080275",2042250,2042540,"-",291,142.81081630002,-0.297562185602195,0.186804652017712,-1.59290564976926,0.111181358673692,0.209521435052396
"2293","glutamine-synthetase adenylyltransferase","CP080275",2042530,2045346,"-",2817,1156.00427267905,-0.296687910159324,0.116739426835256,-2.54145423018064,0.0110392398683756,0.0308775222105921
"2294","MarR family winged helix-turn-helix transcriptional regulator","CP080275",2046374,2046805,"+",432,334.396169001973,2.43827824372697,0.36049494767154,6.7636960225822,1.34515163855202e-11,1.60493404874738e-10
"2295","hypothetical protein_286","CP080275",2046864,2047292,"+",429,309.379637285966,2.54371337287775,0.249411923319636,10.1988443015125,2.00645776192633e-24,5.67455980372941e-23
"2296","SDR family oxidoreductase_14","CP080275",2047969,2048673,"-",705,69.6694956117858,0.0669126752029199,0.233377216463247,0.286714685421992,0.774330792140214,0.857920767379959
"2297","LysR substrate-binding domain-containing protein_4","CP080275",2048772,2049659,"+",888,291.620664669885,0.283686021971263,0.143823357781436,1.97246140228747,0.0485569583207834,0.106730263021733
"2298","HEPN domain-containing protein","CP080275",2051537,2052205,"-",669,1468.00752726212,-1.08892634674254,0.333373486703193,-3.2663855710638,0.00108929821903401,0.00405354834334489
"2299","DUF262 domain-containing protein","CP080275",2052202,2053245,"-",1044,3152.3263609335,-1.0151706417279,0.21644057087769,-4.69029737637116,2.72808267556455e-06,1.69362921224479e-05
"2300","hypothetical protein_287","CP080275",2053683,2054390,"-",708,25.7555469626024,-0.563268391526946,0.379981109131789,-1.48235893308998,0.13824481497753,0.247569748397847
"2301","autoinducer binding domain-containing protein","CP080275",2054452,2055048,"-",597,653.397208046946,-0.264508904265872,0.199822340151008,-1.32372038114447,0.185595927022154,0.310179251896322
"2302","helix-turn-helix domain-containing protein_23","CP080275",2055284,2055577,"-",294,1244.53723659391,-0.171283831021282,0.347487083221939,-0.492921433030313,0.62206810243174,0.74197313810821
"2303","hypothetical protein_288","CP080275",2055789,2056157,"+",369,19.7286351201658,-0.0269000147789173,0.377826132306786,-0.071196808475585,0.943241121440372,0.967050107856966
"2304","hypothetical protein_289","CP080275",2056408,2056713,"+",306,10.7842826628879,0.165966871664116,0.48890049216668,0.339469635075624,0.7342559681292,0.828179995957839
"2305","ParB/RepB/Spo0J family partition protein_1","CP080275",2056713,2057684,"+",972,21.9305404734389,-0.0926431062460191,0.383567449228134,-0.24153015703613,0.809144246272534,0.880396902897844
"2306","Mu transposase C-terminal domain-containing protein","CP080275",2057681,2059819,"+",2139,61.1981239767444,-0.35054516001626,0.234294233010904,-1.49617493999498,0.13460807317978,0.242765055928389
"2307","ATP-binding protein_14","CP080275",2059877,2060623,"+",747,25.4508299643124,-0.37073943430388,0.341941527178258,-1.0842188059557,0.278267795313172,0.41910313313834
"2308","hypothetical protein_290","CP080275",2060617,2062060,"+",1444,44.0747561514671,0.0269951515251446,0.291708994863281,0.0925413751392779,0.926267919630479,0.958088240070691
"2309","DUF3164 family protein_2","CP080275",2062101,2062766,"+",666,38.3442195350076,-0.441529376530296,0.297940432578224,-1.48193842879775,0.13835667865749,0.247653914258929
"2310","hypothetical protein_291","CP080275",2062778,2063029,"+",252,14.3778479572797,-0.730912588054835,0.50990382451171,-1.43343225314061,0.151734346627458,0.264772273959614
"2311","regulatory protein GemA_2","CP080275",2063029,2063484,"+",456,18.6183208838955,-0.492768702352542,0.389835925145759,-1.26404128138856,0.206215210379095,0.33489139652377
"2312","hypothetical protein_292","CP080275",2063481,2063867,"+",387,8.73082623784878,-0.598626955193017,0.615376607982221,-0.972781460049116,0.330661929023275,0.476402733966364
"2313","holin-associated N-acetylmuramidase_2","CP080275",2063953,2064564,"+",612,3.0481679469654,-0.212716429570156,0.953167022131077,-0.223168054109307,0.823404714093098,0.888350438871549
"2314","holin family protein_2","CP080275",2064632,2065201,"+",570,2.5820881378047,0.546325940745554,1.0567950018256,0.516964917322456,0.605180649211606,0.729119507317738
"2315","DUF2730 domain-containing protein","CP080275",2065198,2065536,"+",339,2.25007602994478,-0.481734848425919,0.991055837371625,-0.486082448899677,0.626908710235258,0.745770026917888
"2316","hypothetical protein_293","CP080275",2065543,2065842,"+",300,1.12573385147048,-0.936586690965882,1.48254439090432,-0.631742763799864,0.527554979512177,0.666293387951536
"2317","DUF3486 family protein","CP080275",2065845,2066381,"+",537,6.37225803768684,0.702943713446254,0.785710867310298,0.894659527686848,0.370969119941734,0.522064172479742
"2318","hypothetical protein_294","CP080275",2066381,2066587,"+",207,1.94153473840375,0.563460920288191,1.47556961578034,0.381859936842228,0.702565258187208,0.802391311923052
"2319","terminase family protein_3","CP080275",2066577,2068019,"+",1443,14.8116661332216,-0.158119222468332,0.431039756493189,-0.366832107912139,0.713744256062289,0.811814605740142
"2320","DUF935 domain-containing protein","CP080275",2068019,2069590,"+",1572,32.8919218484446,-0.0266039847466921,0.289365779259138,-0.0919389459762871,0.926746548069703,0.958088240070691
"2321","phage head morphogenesis protein_2","CP080275",2069583,2070791,"+",1209,34.3330423032446,0.201617029523594,0.309583171588268,0.651253194704445,0.514883056929968,0.655654700633331
"2322","phage protease","CP080275",2071129,2072112,"+",984,15.9870086407008,-0.76856028906901,0.470063630624059,-1.63501330245155,0.102046259039374,0.196278396479764
"2323","Mu-like prophage major head subunit gpT family protein","CP080275",2072115,2073029,"+",915,14.0933084195001,-0.50823376039499,0.428637547433784,-1.18569584824694,0.23574243472261,0.370396961222602
"2324","HI1506-related protein","CP080275",2073044,2073433,"+",390,8.92915206116595,-0.405747409845726,0.492621768749049,-0.823648964754584,0.410139045523399,0.559853727496724
"2325","DUF1320 domain-containing protein","CP080275",2073530,2073973,"+",444,2.211194609727,0.0861662692421902,1.05339517104894,0.0817986180403583,0.934806855037147,0.96409847988434
"2326","phage virion morphogenesis protein","CP080275",2073977,2074423,"+",447,3.67722754910548,-0.698939027486008,0.774259994199399,-0.902718767238808,0.366675173448468,0.517356175989006
"2327","hypothetical protein_295","CP080275",2074420,2074977,"+",558,2.58129514625502,-1.0698837538106,1.0910277805452,-0.98062008400553,0.326780126422422,0.472772460280715
"2328","phage baseplate assembly protein V_3","CP080275",2074970,2075368,"+",399,3.42164980627228,-0.8674582364317,0.81576121336731,-1.0633727397396,0.287612950030617,0.430292415053643
"2329","PAAR domain-containing protein_2","CP080275",2075368,2075658,"+",291,2.72596171258848,0.98011084272042,1.03195208036443,0.949763909942696,0.342232227704086,0.488464540326804
"2330","hypothetical protein_296","CP080275",2075660,2075845,"+",186,1.49182903132421,-0.574422425673438,1.86625641801035,-0.307793945210294,0.758239129103604,0.846060214744487
"2331","GPW/gp25 family protein_3","CP080275",2075851,2076183,"+",333,4.98198723834127,-0.259903107251639,0.854358957615814,-0.304208324773616,0.760969182964355,0.848228355574232
"2332","baseplate J/gp47 family protein_3","CP080275",2076180,2077187,"+",1008,5.84576824028749,0.0257322470655844,0.850782488400193,0.0302453887056034,0.975871350121009,0.985920699138199
"2333","phage tail protein I_3","CP080275",2077180,2077893,"+",714,16.4146928358766,0.479433588547752,0.398890158842863,1.20191881880099,0.229394982495758,0.362062853728318
"2334","hypothetical protein_297","CP080275",2077883,2080124,"+",2242,143.737885767696,0.077376959308846,0.17424134098285,0.444079222946648,0.656985307490326,0.769202669119308
"2335","hypothetical protein_298","CP080275",2080136,2080627,"+",492,32.7440910107471,0.230514214597905,0.29486831750512,0.781753077266101,0.434359701959721,0.584555989454428
"2336","phage tail sheath subtilisin-like domain-containing protein_3","CP080275",2080620,2081801,"+",1182,95.0140791677058,-0.394708677648769,0.301341752784517,-1.30983733253525,0.190250870803407,0.315953816758332
"2337","phage major tail tube protein_3","CP080275",2081814,2082314,"+",501,66.9886980202122,-0.0150270573899223,0.216049392266494,-0.0695538054158773,0.944548805781952,0.967466844845548
"2338","phage tail assembly protein_3","CP080275",2082398,2082718,"+",321,15.6907012060196,0.133488525909544,0.584937030606069,0.228210078905815,0.819482926331649,0.8868871660441
