"GeneID","Chr","Start","End","Strand","Length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gap"
"hypothetical protein_381","CP080275",2947943,2948509,"-",567,2709.41305555453,-1.84832733351392,0.242665572148276,-7.61676787172981,2.60106482631144e-14,3.87924433861605e-13,762
"DMT family transporter_19","CP080275",2949271,2950134,"-",864,235.518256096646,1.55637383219356,0.239419308972936,6.50061951506797,7.99899106681354e-11,8.82663233904453e-10,186
"XRE family transcriptional regulator_4","CP080275",2950320,2950874,"-",555,182.218551013955,1.31767352519968,0.205731405647128,6.40482439253714,1.50542551137789e-10,1.61907453589882e-09,150
"benzoate/H(+) symporter BenE family transporter","CP080275",2951024,2952229,"+",1206,583.870405952541,2.80326111663406,0.153524863020984,18.2593298666608,1.74418702167213e-74,3.91723885220248e-72,121
"dihydroxy-acid dehydratase_3","CP080275",2952350,2954194,"+",1845,1771.51345089776,1.09098430489843,0.188433580513945,5.78975521201057,7.04890774216824e-09,6.22979855546258e-08,21881
"glycolate oxidase subunit GlcF","CP080275",2976075,2977409,"-",1335,228.957699828698,1.85100206270544,0.215684984638165,8.58196997723645,9.3261984598552e-18,1.78931787536317e-16,4
"FAD-binding protein_2","CP080275",2977413,2978513,"-",1101,47.2892391321455,2.33334214123154,0.358930583641188,6.50081728216314,7.98848125099038e-11,8.82663233904453e-10,84
"FAD-binding protein_3","CP080275",2978597,2980045,"-",1449,307.923426811682,2.14503126173482,0.224135444595076,9.57024564146936,1.06651971917585e-21,2.64413784922949e-20,1849
"ribosome silencing factor","CP080275",2981894,2982262,"-",369,6658.49100691534,-1.05455793674693,0.137799359837116,-7.65285076790964,1.96571989852721e-14,2.9547710915657e-13,14446
"cadmium-translocating P-type ATPase_2","CP080275",2996708,2998888,"-",2181,720.147257597579,-2.98946893915914,0.213331295728439,-14.0132694968702,1.2931200184977e-44,9.14283746411894e-43,11326
"cadmium-translocating P-type ATPase_3","CP080275",3010214,3012394,"-",2181,1082.04629404257,1.64593210590072,0.292019365261546,5.63637998605521,1.73661962597482e-08,1.46044355329777e-07,4
"FixH family protein","CP080275",3012398,3012868,"-",471,509.136460826171,1.19960210252098,0.304568020403535,3.93870013316425,8.19242428230285e-05,0.000394932776639296,-3
"cytochrome c oxidase accessory protein CcoG","CP080275",3012865,3014304,"-",1440,2160.46249133855,2.48348135010497,0.204947090323311,12.1176706933834,8.51447383693894e-34,3.69412058061737e-32,559
"transglutaminase family protein","CP080275",3014863,3015636,"-",774,156.363276214482,-1.44440467071704,0.215120333628448,-6.71440326608917,1.88837400664686e-11,2.21840367919315e-10,153
"cytochrome-c oxidase%2C cbb3-type subunit III","CP080275",3015789,3016658,"-",870,3196.7251154863,1.741917264938,0.34159390523522,5.09938039947908,3.40767105036266e-07,2.43186692902517e-06,-3
"CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","CP080275",3016655,3016852,"-",198,493.494928844452,2.0884164968284,0.335644144041235,6.22211509988935,4.90496975552283e-10,4.90240170853041e-09,13
"cytochrome-c oxidase%2C cbb3-type subunit II","CP080275",3016865,3017593,"-",729,1385.20350234074,1.69119629908875,0.50563321607934,3.34470965377278,0.000823687493501885,0.00314798683702722,15
"cytochrome-c oxidase%2C cbb3-type subunit I","CP080275",3017608,3019218,"-",1611,1335.20389931139,2.312047753678,0.347100413645036,6.66103427938414,2.7190720677198e-11,3.14588398622855e-10,207
"universal stress protein_6","CP080275",3019425,3020264,"+",840,1574.66760358233,3.01182629681514,0.337966150557181,8.91162115451431,5.02917234560748e-19,1.04925573855352e-17,13054
"hypothetical protein_392","CP080275",3033318,3033731,"+",414,2678.48475007429,2.43981506365478,0.223461071745627,10.9183001969672,9.42430316528325e-28,2.90177334556866e-26,120
"dual specificity protein phosphatase family protein","CP080275",3033851,3034402,"-",552,126.648174055156,1.29232847088757,0.187710042629631,6.88470607530282,5.79069712066888e-12,7.20159009990677e-11,8816
"30S ribosomal protein S21","CP080275",3043218,3043424,"+",207,18527.4577608726,1.4072674434839,0.366019058597382,3.8447928063546,0.000120654339710413,0.000561094115730032,3842
"alanine dehydrogenase","CP080275",3047266,3048381,"+",1116,16542.5941971219,-1.26970044499222,0.16885828398349,-7.51932576263989,5.50594407142432e-14,7.93271489233889e-13,33949
"hypothetical protein_398","CP080275",3082330,3082479,"+",150,65.6112509374739,-1.03489126678486,0.265358023420156,-3.8999810650016,9.62002113950528e-05,0.000459115508882889,12
"hypothetical protein_399","CP080275",3082491,3083259,"+",769,504.381128176194,-1.82666167135418,0.252752808027898,-7.22706776477261,4.93533872709445e-13,6.7781018921031e-12,5497
"FAD-dependent oxidoreductase_10","CP080275",3088756,3090177,"-",1422,425.79067054091,1.02201138414822,0.157135905416444,6.5039965336991,7.82136995043873e-11,8.7061196707799e-10,11094
"ferredoxin","CP080275",3101271,3102014,"+",744,117.495727188074,-1.59157286741899,0.307019861670981,-5.18394106087055,2.17245611522242e-07,1.6074491178138e-06,712
"DUF411 domain-containing protein","CP080275",3102726,3103184,"+",459,32.7564377764868,-1.21741731210612,0.342925306908964,-3.55009469286355,0.00038509260775286,0.00162641988539869,17321
"DUF1127 domain-containing protein_4","CP080275",3120505,3120720,"-",216,20289.943523139,-1.41329415918265,0.251241270607269,-5.62524682257261,1.85242911718945e-08,1.54760927120991e-07,31327
"50S ribosomal protein L7/L12","CP080275",3152047,3152421,"-",375,21238.7772428185,1.06925313999741,0.260362480385925,4.10678657851352,4.01201610338146e-05,0.000205058600839497,1748
"50S ribosomal protein L11","CP080275",3154169,3154594,"-",426,14985.310329763,1.10223894654235,0.173793752291122,6.34222422849813,2.26471364474174e-10,2.37546063066593e-09,358
"DUF6525 family protein","CP080275",3154952,3155182,"+",231,107.684501040269,4.35072943616501,0.265801075714469,16.3683665480673,3.21733600867517e-60,4.09459629370727e-58,22096
"phosphoenolpyruvate carboxykinase","CP080275",3177278,3178876,"+",1599,4843.39251177397,1.23135903106805,0.157599751459923,7.81320414316249,5.57521864021429e-15,8.6178885701774e-14,40645
"elongation factor G_2","CP080275",3219521,3221515,"-",1995,147.873032823701,-2.02962835935963,0.217998651197177,-9.3102794361964,1.27496471654821e-20,2.96818005352503e-19,13789
"homogentisate 1%2C2-dioxygenase","CP080275",3235304,3236665,"+",1362,229.020246875446,-1.14844951417563,0.180286052905137,-6.3701517431297,1.888412709882e-10,2.01395523081829e-09,107
"fumarylacetoacetase","CP080275",3236772,3238028,"+",1257,364.925567935131,-1.23649780373128,0.201906999396809,-6.1240957838276,9.1200024090003e-10,8.70504229939079e-09,1118
"FAD-dependent oxidoreductase_11","CP080275",3239146,3240765,"+",1620,181.225925401917,1.75546798740952,0.28125468038975,6.24156008702461,4.33227950898301e-10,4.34137615887064e-09,-3
"DUF2783 domain-containing protein","CP080275",3240762,3240992,"+",231,35.9034095779018,1.75886404007932,0.431413123720518,4.07698315922991,4.5623795796665e-05,0.000231023411606986,-3
"VOC family protein_12","CP080275",3240989,3241531,"+",543,54.7957569715725,1.49417196585929,0.395031741464976,3.78240989019806,0.000155317326691511,0.000706795653525852,1530
"oxygen-independent coproporphyrinogen III oxidase","CP080275",3243061,3244416,"+",1356,822.303790467796,5.61640890017483,0.311023187322489,18.0578462606757,6.8441265625804e-73,1.3065437607966e-70,40511
"DUF2938 domain-containing protein","CP080275",3284927,3285478,"-",552,1325.65218674942,2.46904437230309,0.205228777952528,12.0306927563259,2.45095539702977e-33,1.02832392372084e-31,288
"GTP-binding protein","CP080275",3285766,3286632,"+",867,634.389265102809,1.0116125213246,0.133345035177938,7.58642809591441,3.28844701318652e-14,4.82895796013312e-13,1952
"AMP-binding protein_6","CP080275",3288584,3289801,"-",1218,424.804915934136,1.29856043483814,0.190834917917861,6.80462699911694,1.01311381674112e-11,1.23186896570625e-10,15
"ABC transporter ATP-binding protein_39","CP080275",3289816,3290652,"-",837,143.559651112074,1.46092681401729,0.209182096317329,6.98399547445528,2.86901308670975e-12,3.77720412588201e-11,158
"ABC transporter substrate-binding protein_28","CP080275",3290810,3292093,"-",1284,311.958790923764,1.26805453210205,0.246176905367101,5.15098900203949,2.59116385333544e-07,1.90251222923744e-06,91
"branched-chain amino acid ABC transporter permease_9","CP080275",3292184,3293260,"-",1077,234.904100073992,1.64905476051745,0.176049302911194,9.36700534025574,7.46196106874461e-21,1.76955076773086e-19,4
"hypothetical protein_408","CP080275",3293264,3293521,"-",258,60.532916002273,1.38268965695742,0.322553518809484,4.2866984122846,1.81348229429128e-05,9.75193718254097e-05,1566
"ABC transporter ATP-binding protein_40","CP080275",3295087,3295896,"-",810,135.80306604389,1.64988261559677,0.258448478346602,6.38379698016304,1.72750084299329e-10,1.84750650379506e-09,98
"AMP-binding protein_7","CP080275",3295994,3297937,"-",1944,246.038632073018,2.01901571147205,0.21043310029273,9.59457285314633,8.4265405262923e-22,2.10277985159373e-20,7196
"DUF3775 domain-containing protein","CP080275",3305133,3305456,"-",324,105.95560059431,2.61478182729839,0.320510806608874,8.15817056205926,3.40136980062698e-16,5.74620791982028e-15,33360
"aldehyde dehydrogenase family protein_9","CP080275",3338816,3340255,"+",1440,11814.9812407651,1.07118692232609,0.148546502839261,7.21112178241721,5.54927957098827e-13,7.5399108192289e-12,59432
"ACP S-malonyltransferase_2","CP080275",3399687,3400721,"-",1035,379.240980713197,1.27334833315606,0.176153697727902,7.22862108249896,4.87922695601767e-13,6.7252305119406e-12,-3
"thiamine pyrophosphate-dependent enzyme_2","CP080275",3400718,3402907,"-",2190,498.622041903939,1.25502528653112,0.131818835907941,9.52083424107608,1.71794325977022e-21,4.23168217148561e-20,9792
"urease subunit gamma","CP080275",3412699,3413001,"+",303,4.28877779335976,3.0942760148596,1.20471138048114,2.5684791104271,0.0102145868440587,0.0288243108430275,10721
"TonB family protein_2","CP080275",3423722,3424567,"-",846,1211.76886136687,-2.04885532455207,0.299656363987304,-6.83734961370245,8.06717008496274e-12,9.90368340334011e-11,-3
"biopolymer transporter ExbD_3","CP080275",3424564,3425336,"-",773,717.644873325424,-2.13972199422957,0.246557843509355,-8.67837730803475,4.01455306693196e-18,8.06713874186644e-17,-10
"MotA/TolQ/ExbB proton channel family protein_2","CP080275",3425326,3425982,"-",657,763.881374293494,-2.01252045032835,0.269740533088176,-7.4609493326332,8.59012820714909e-14,1.21922340129722e-12,-3
"hypothetical protein_412","CP080275",3425979,3426410,"-",432,1032.14837238924,-2.03133733170049,0.268728694819665,-7.55906373550338,4.05980948456421e-14,5.91616511910921e-13,28
"TonB-dependent receptor_2","CP080275",3426438,3428486,"-",2049,8456.71143244977,-1.88243173352403,0.301231994063629,-6.24910955881533,4.12799291082066e-10,4.14754656145087e-09,234
"hemin-degrading factor","CP080275",3428720,3429772,"+",1053,9142.53701823923,-1.7603479620568,0.255109595242338,-6.9003596684969,5.18710399873953e-12,6.57952261368357e-11,0
"ABC transporter substrate-binding protein_29","CP080275",3429772,3430641,"+",870,3845.37562794314,-1.82056030644938,0.250300504390419,-7.27349835304236,3.50295067898429e-13,4.88111886582556e-12,2
"iron ABC transporter permease_5","CP080275",3430643,3431728,"+",1086,1900.29550824671,-1.62061814105952,0.26063802437272,-6.21788837204346,5.03889810732259e-10,5.01002942024939e-09,13
"heme ABC transporter ATP-binding protein","CP080275",3431741,3432517,"+",777,2168.52740455409,-1.65160356275527,0.323864099528724,-5.09968090059573,3.4022656735836e-07,2.43186692902517e-06,248
"hypothetical protein_413","CP080275",3432765,3433154,"+",390,571.396495418684,-1.71481348201032,0.269598799287999,-6.36061246021527,2.0095086438769e-10,2.12843976463746e-09,9657
"hypothetical protein_418","CP080275",3442811,3445858,"+",3048,1647.44201486519,-1.19808852191291,0.153293023129511,-7.81567547859432,5.46690574526047e-15,8.48481550219694e-14,5688
"helix-turn-helix domain-containing protein_30","CP080275",3451546,3451893,"+",348,976.242716685851,-1.69464047235969,0.292670387732371,-5.7902696801336,7.02735008450697e-09,6.22515606093912e-08,2
"tyrosine-type recombinase/integrase_3","CP080275",3451895,3453004,"+",1110,490.569478392844,-1.39668868505424,0.214541388623887,-6.51011300902304,7.50942890363506e-11,8.38333320294698e-10,46326
"L-threonine 3-dehydrogenase","CP080275",3499330,3500358,"-",1029,380.686428700512,1.43443413411143,0.308316514548066,4.65247259367226,3.27978340154787e-06,2.01645942465536e-05,2027
"acetyl-CoA C-acyltransferase family protein","CP080275",3502385,3503560,"+",1176,1444.36469911047,1.18467463027018,0.200547482085056,5.90720271305994,3.47965480404978e-09,3.16317191472906e-08,5271
"aspartate aminotransferase family protein_4","CP080275",3508831,3510225,"-",1395,6593.31890638597,1.49833857090228,0.174030826004778,8.60961592437158,7.33057611693531e-18,1.42796630686015e-16,14829
"DNA repair protein RadC","CP080275",3525054,3525818,"+",765,115.32832348914,-1.18154659183401,0.182605748835314,-6.47047860962806,9.76929826100286e-11,1.06569087887168e-09,1586
"hypothetical protein_419","CP080275",3527404,3528333,"-",930,1467.4688259225,-1.22862784468584,0.15135730479377,-8.11740038817346,4.7627543881437e-16,7.97552467277748e-15,16000
"ComF family protein","CP080275",3544333,3545061,"-",729,50.8488553918169,-1.30651823725517,0.287308162385282,-4.54744559433406,5.43009512610606e-06,3.20538302894279e-05,24825
"peptide-methionine (S)-S-oxide reductase MsrA_2","CP080275",3569886,3570551,"+",666,447.551187840096,1.34358759377389,0.243238228725621,5.52375175897822,3.31836226609965e-08,2.69364412297805e-07,39420
"PAS-domain containing protein_3","CP080275",3609971,3611521,"-",1551,7503.86211701251,-1.58895097283801,0.132135543768589,-12.0251593743828,2.62081911797613e-33,1.08763993396009e-31,14993
"choline dehydrogenase_3","CP080275",3626514,3628130,"+",1617,178.280593214553,1.26709788603503,0.210119315724934,6.03037317946429,1.63581497763147e-09,1.53076999622474e-08,4157
"flagellar hook-associated protein FlgK","CP080275",3632287,3633735,"+",1449,3000.24618976327,-1.02513950234832,0.185057581556075,-5.53957040683411,3.03214525665773e-08,2.48961948170305e-07,2547
"flagellar type III secretion system pore protein FliP","CP080275",3636282,3637025,"-",744,896.877700208366,-1.18558065404824,0.142374237018895,-8.32721339810159,8.27674690146479e-17,1.48359716759589e-15,882
"flagellar M-ring protein FliF","CP080275",3637907,3639592,"-",1686,3282.74241211952,-1.04862639019596,0.166093456226018,-6.31347202968067,2.72843657306148e-10,2.80786275901583e-09,1842
"flagellar motor stator protein MotA","CP080275",3641434,3642303,"+",870,868.116063084805,-1.01000075911752,0.243259025488294,-4.15195595349503,3.29645717144967e-05,0.000170309519358523,2724
"transglycosylase SLT domain-containing protein","CP080275",3645027,3645701,"+",675,697.167455583206,-1.31177275078114,0.23084447040446,-5.68249587474545,1.32743116520433e-08,1.14663624179867e-07,13
"flagellar biosynthesis protein FlhA","CP080275",3645714,3647807,"+",2094,1479.11810943876,-1.28508594693483,0.139348048340414,-9.22213093214974,2.91253521972525e-20,6.61908301720893e-19,-3
"flagellar biosynthetic protein FliR","CP080275",3647804,3648583,"+",780,139.152782015895,-1.05445691013988,0.209524646231001,-5.03261515581963,4.8383379177028e-07,3.41456084469303e-06,-3
"flagellar type III secretion system protein FlhB","CP080275",3648580,3649659,"+",1080,408.264574126395,-1.15859630000715,0.162183502398153,-7.14373708099392,9.082705432557e-13,1.22104821625009e-11,0
"hypothetical protein_427","CP080275",3649659,3650060,"+",402,189.706883411009,-1.01790405305017,0.178427705811142,-5.7048542345076,1.16442693226198e-08,1.01040500622187e-07,1314
"flagellar basal body P-ring formation protein FlgA","CP080275",3651374,3651790,"-",417,673.176812894448,-1.14354982507289,0.167087584436975,-6.84401434688425,7.70042043586437e-12,9.48393716907425e-11,1512
"flagellar biosynthetic protein FliQ","CP080275",3653302,3653574,"-",273,525.273892491232,-1.20844547004757,0.207165338865236,-5.83324158697071,5.4360770328095e-09,4.84928554001557e-08,346
"flagellar basal body rod protein FlgC","CP080275",3653920,3654312,"-",393,815.869189226474,-1.10271187875041,0.12856159798668,-8.57730376737119,9.712287846494e-18,1.85407574989571e-16,5276
"flagellar hook-length control protein FliK","CP080275",3659588,3661192,"+",1605,3365.83223706073,-1.40691239248224,0.167982105724041,-8.37537061711501,5.50503522327206e-17,1.00086783249775e-15,5
"flagellar hook assembly protein FlgD","CP080275",3661197,3661889,"+",693,1590.11098900844,-1.15983791002235,0.16357822726991,-7.09041740688734,1.33708096516897e-12,1.77256080729692e-11,13577
"NAD(P)-dependent oxidoreductase_5","CP080275",3675466,3676911,"+",1446,2509.82504062087,-1.19491861989277,0.0918296361266812,-13.0123418788717,1.04102117809963e-38,5.59805472955546e-37,13311
"YciI family protein_2","CP080275",3690222,3690536,"+",315,1191.24238411503,1.48735835059468,0.327245054585653,4.54509038334566,5.49116860755828e-06,3.23039780333706e-05,9344
"urocanate hydratase","CP080275",3699880,3701559,"-",1680,2254.70302855328,1.7390376999401,0.249133121697155,6.98035527389276,2.94434534420803e-12,3.86306203580284e-11,-3
"N-formylglutamate deformylase","CP080275",3701556,3702341,"-",786,455.625482874715,1.78665752653193,0.224948814120839,7.94250698104221,1.9813520052647e-15,3.178488216849e-14,-3
"histidine ammonia-lyase","CP080275",3702338,3703861,"-",1524,992.758683783992,1.43676187910933,0.185464457184647,7.74683139249099,9.42139218357141e-15,1.43310260385959e-13,6
"imidazolonepropionase","CP080275",3703867,3705081,"-",1215,442.257621301347,1.58167867886416,0.18385164092903,8.60301638251202,7.7647887202697e-18,1.5048712352279e-16,0
"ABC transporter substrate-binding protein_4","CP080276",33295,34881,"+",1587,196.541742114882,2.22378288101104,0.280661471852417,7.92336356797982,2.31170381297654e-15,3.6929226602278e-14,69
"ABC transporter permease_1","CP080276",34950,36754,"+",1805,33.310971027227,1.66606604847254,0.337197998372525,4.94091322164947,7.77575123012663e-07,5.21754274105861e-06,28
"ABC transporter ATP-binding protein_2","CP080276",36782,37780,"+",999,27.8827493415777,1.16534238246204,0.396775821688779,2.937029725002,0.00331372339592155,0.0109235238876749,988
"M24 family metallopeptidase_1","CP080276",38768,40570,"+",1803,72.1186122132006,1.05906658067155,0.255588522451594,4.14363904338516,3.41837649884028e-05,0.000176369749629354,13595
"ATP-binding cassette domain-containing protein_3","CP080276",54165,54947,"+",783,5816.11343971519,1.17331596230512,0.114158418277408,10.2779626768648,8.85802051020986e-25,2.52387479910308e-23,26964
"amidohydrolase_1","CP080276",81911,83038,"-",1128,252.060288710327,-1.38036604025387,0.24167967594558,-5.71155201550623,1.11950468103627e-08,9.7586047310422e-08,-7
"pyridoxal-phosphate dependent enzyme_1","CP080276",83031,84056,"-",1026,310.98464439189,-1.64276530373886,0.173355401791997,-9.47628563492908,2.63495687286071e-21,6.44888803883474e-20,1896
"NAD(P)H-binding protein_1","CP080276",85952,87061,"-",1110,6294.49539553249,1.97975697409208,0.221346783625227,8.94414159387156,3.74851728048298e-19,7.90709335739449e-18,334
"phenylacetic acid degradation bifunctional protein PaaZ_1","CP080276",87395,89527,"+",2133,22287.964327344,1.75757473184199,0.112247703915884,15.6580016385821,2.92958582648855e-55,2.94346281198244e-53,35
"flavoprotein","CP080276",89562,90143,"+",582,17149.6148538894,1.89147540438843,0.12681005265728,14.9158159369303,2.60078496703177e-50,2.20662155647274e-48,64
"hypothetical protein_66","CP080276",90207,90620,"-",414,1089.8973718196,1.54586646557847,0.1239819365333,12.468481367552,1.10919777440206e-35,5.49989234112606e-34,28
"hypothetical protein_68","CP080276",90648,91712,"-",1065,3156.43496451145,1.34111381845627,0.149000359136152,9.00074218768023,2.24196862024834e-19,4.80889673713941e-18,1545
"anion permease","CP080276",93257,94714,"-",1458,15324.8882122576,5.14551275351086,0.113469693416253,45.3470226154135,0,0,10483
"glutathione S-transferase family protein_1","CP080276",105197,105889,"-",693,8298.08822762496,15.6361981694376,1.18643002156919,13.179199687443,1.15610723887631e-39,6.30573919718536e-38,8539
"calcium-binding protein_2","CP080276",114428,115351,"+",924,1068.07755331077,-1.02540091082919,0.211081598227183,-4.85784132506697,1.18672449387147e-06,7.7319353542684e-06,6180
"ester cyclase_1","CP080276",121531,122739,"+",1209,1529.68549441976,1.58530771472841,0.2295796409386,6.90526262802365,5.01106340389111e-12,6.37741335868542e-11,29
"extracellular solute-binding protein_1","CP080276",122768,123997,"+",1230,3182.24138298249,1.68353713171483,0.133837549484648,12.5789596282764,2.75635939894005e-36,1.40317069135375e-34,1113
"carbohydrate ABC transporter permease_2","CP080276",125110,125949,"+",840,426.837808992241,1.03474420860911,0.235984874934785,4.38479037648098,1.16097522314631e-05,6.44273750286714e-05,4
"ester cyclase_2","CP080276",125953,126390,"+",438,835.453137121536,1.28451797130526,0.233310106265879,5.5056250749868,3.67860676267034e-08,2.96932782661212e-07,11210
"tripartite tricarboxylate transporter substrate binding protein_2","CP080276",137600,138565,"+",966,535.255474547966,1.50503193973858,0.198279971367967,7.59043855693091,3.18824543929385e-14,4.69989231166947e-13,22
"tripartite tricarboxylate transporter TctB family protein_2","CP080276",138587,139090,"+",504,76.5909515091671,1.33558061262999,0.259084228833454,5.1550054537999,2.53623547497564e-07,1.86577014324797e-06,5
"tripartite tricarboxylate transporter permease_2","CP080276",139095,140609,"+",1515,166.243469592012,1.14021013548377,0.201560711028353,5.65690669409961,1.54125495933289e-08,1.31350701668147e-07,-7
"thiamine pyrophosphate-dependent enzyme_1","CP080276",140602,142494,"+",1893,340.439204386271,1.37758141756491,0.150945009573598,9.12637934474556,7.08284763451427e-20,1.57222745747532e-18,10
"NAD-dependent succinate-semialdehyde dehydrogenase_2","CP080276",142504,143946,"+",1443,287.898298293987,1.32168902285915,0.153250985045964,8.62434275683604,6.44617839646834e-18,1.27520772630653e-16,7
"dihydroxy-acid dehydratase_1","CP080276",143953,145695,"+",1743,248.432271376317,1.05486777633088,0.150951877923441,6.98810634781163,2.78621166272406e-12,3.68088447345344e-11,14195
"ABC transporter permease_10","CP080276",159890,161140,"-",1251,648.855984107257,1.75383053644789,0.132162276707555,13.2702809011737,3.44287754411302e-40,1.9619263378244e-38,-3
"ATP-binding cassette domain-containing protein_7","CP080276",161137,161832,"-",696,289.821242120365,1.92195623896471,0.160560585570896,11.9702866810739,5.08526142741827e-33,2.08769119676161e-31,7
"DUF2796 domain-containing protein","CP080276",161839,162435,"-",597,493.052045037662,2.55216096937108,0.263216800891502,9.69604128888066,3.13424058423569e-22,7.97768703374125e-21,29
"transcriptional repressor_1","CP080276",162464,162850,"-",387,346.280587478559,2.20895320819702,0.176529242420912,12.5132424401961,6.31911246065811e-36,3.17452254931482e-34,9685
"sarcosine oxidase subunit delta_1","CP080276",172535,172843,"+",309,12.0768911977751,-1.64100404904021,0.560654172330194,-2.92694521868955,0.00342309169371628,0.0112377110344383,11407
"DUF3726 domain-containing protein","CP080276",184250,184900,"+",651,71.4359451449218,-1.06298713436641,0.270013676378514,-3.93678997532066,8.25788198284622e-05,0.00039758629773653,7691
"PDR/VanB family oxidoreductase","CP080276",192591,193547,"+",957,481.891928493667,-4.60292603303884,0.222129568829142,-20.7218069044168,2.20262473120575e-95,8.40962122374357e-93,81
"hypothetical protein_107","CP080276",193628,194377,"-",750,6117.73229441989,-6.06407326375866,0.21281611295644,-28.4944273228028,1.37331095165273e-178,1.74776707113671e-175,82
"MarR family transcriptional regulator_1","CP080276",194459,195016,"+",558,421.818866158811,-2.59327657969287,0.307840796678723,-8.42408351222964,3.63584886564666e-17,6.67388027357642e-16,-13
"MOSC domain-containing protein_1","CP080276",195003,195704,"+",702,883.069521794692,-2.45249066307546,0.166786032790721,-14.7044127259312,6.03925784915014e-49,4.90593329107558e-47,3975
"formylglycine-generating enzyme family protein","CP080276",199679,200437,"-",759,200.041149744885,1.27604288867478,0.230720334817227,5.53069104067328,3.18971699944409e-08,2.60294169867292e-07,38
"copper-containing nitrite reductase","CP080276",200475,201698,"-",1224,460.118100481326,2.09185150489398,0.293347400759716,7.13096996760996,9.96640659091628e-13,1.33514878470591e-11,8111
"PepSY domain-containing protein_1","CP080276",209809,211197,"+",1389,870.807791000777,1.2195075622456,0.129877217933037,9.38969575768372,6.0173818014633e-21,1.44492853572244e-19,13603
"FAD-binding oxidoreductase_2","CP080276",224800,226101,"+",1302,685.040006219079,1.14727231869245,0.137979621644369,8.31479536630016,9.19107207108028e-17,1.63216340313416e-15,-6
"zinc ABC transporter substrate-binding protein_1","CP080276",226095,227141,"-",1047,1545.2905987807,4.34518518593747,0.196957820153884,22.0615012013362,7.40831365119183e-108,3.14277128002782e-105,95
"transcriptional repressor_2","CP080276",227236,227718,"+",483,292.606562356977,2.58383342377447,0.177598335381438,14.5487479836172,5.94817437171445e-48,4.63472035738893e-46,-3
"metal ABC transporter ATP-binding protein_1","CP080276",227715,228491,"+",777,389.311630662047,2.33150164258616,0.117448656977558,19.851241406972,1.0751183905795e-87,3.42066834602709e-85,0
"metal ABC transporter permease_1","CP080276",228491,229288,"+",798,426.295961125533,2.01921586345321,0.143683997238827,14.0531715588127,7.36598913975318e-45,5.30629179916559e-43,0
"DUF3299 domain-containing protein_1","CP080277",7411,7974,"+",564,740.542783603751,-1.6759533034101,0.145625067663655,-11.508686864826,1.19280785833422e-30,4.21679666955561e-29,16598
"ABC transporter substrate-binding protein_3","CP080277",24572,25150,"-",579,277.423094845584,-1.42223728345548,0.206364702309199,-6.89186313134366,5.50663434998998e-12,6.91589800929663e-11,3
"hypothetical protein_25","CP080277",25153,26490,"-",1338,425.826591615555,-1.98295913043956,0.129909642336341,-15.2641412506209,1.32561460557208e-52,1.23443818635956e-50,-3
"M23 family metallopeptidase_1","CP080277",26487,27434,"-",948,387.263568079037,-1.82747372786434,0.196441690817442,-9.3028812787132,1.36690302082715e-20,3.14387694790244e-19,78
"hypothetical protein_26","CP080277",27512,28395,"+",884,885.342809253227,-1.15774011284615,0.171133642928056,-6.76512281885372,1.33196159033233e-11,1.59417848021593e-10,584
"IS1380 family transposase_1","CP080277",28979,30325,"+",1347,3216.66189661873,-1.03535615782868,0.251032480954503,-4.12439120982246,3.7171663390085e-05,0.000191011320085255,5243
"hypothetical protein_32","CP080277",35568,36374,"+",807,328.246182351575,-1.50669401887404,0.185739080831515,-8.11188475860268,4.98405590229382e-16,8.30966176199031e-15,2975
"type IV secretory system conjugative DNA transfer family protein","CP080277",39349,41742,"-",2394,984.531281570824,-1.28307488721265,0.141286478275805,-9.08137072188859,1.07215971991664e-19,2.36618832985072e-18,4
"DotA/TraY family protein","CP080277",41746,43953,"-",2208,282.205940112393,-1.40139179425506,0.15984251875135,-8.76732802512364,1.8295617725901e-18,3.73543681697808e-17,16
"hypothetical protein_39","CP080277",43969,45501,"-",1533,454.692243058274,-1.44521210000793,0.122511700691999,-11.7965230410218,4.06773986244974e-32,1.56875058533668e-30,2
"hypothetical protein_40","CP080277",45503,48996,"-",3494,1396.70881375681,-1.71242079734589,0.154570334082644,-11.0785863762856,1.59368848868084e-28,5.156527669308e-27,27
"hypothetical protein_41","CP080277",49023,49657,"-",635,819.867127778847,-1.7648872026391,0.151838312920007,-11.6234642541695,3.13174580417044e-31,1.16087431847793e-29,7684
"hypothetical protein_43","CP080277",57341,58570,"-",1230,1490.16410926474,-2.52697051758207,0.148305517939394,-17.0389514341248,4.22234002723658e-65,6.20034393230356e-63,3699
"hypothetical protein_47","CP080277",62269,63186,"+",918,162.138278407299,-2.21812771260017,0.17972317295104,-12.3419127104129,5.38609497192751e-35,2.50781836619747e-33,2
"hypothetical protein_49","CP080277",63188,63565,"+",378,105.563368561027,-1.49216758118299,0.222159532412243,-6.7166489098208,1.85951272857779e-11,2.19124061657716e-10,-3
"type IV secretion system DotC family protein","CP080277",63562,64401,"+",840,290.202477398144,-1.58632079467584,0.134264803335848,-11.8148670035873,3.27066070458174e-32,1.27422271123399e-30,46
