"GeneID" "Chr" "Start" "End" "Strand" "Length"
"1891" "hypothetical protein_255" "CP080275" 1584462 1585007 "-" 546
"1892" "Trk system potassium transporter TrkA" "CP080275" 1585053 1586429 "+" 1377
"1893" "TrkH family potassium uptake protein_1" "CP080275" 1586431 1587978 "+" 1548
"1894" "RNA chaperone Hfq" "CP080275" 1588107 1588346 "+" 240
"1895" "GTPase HflX" "CP080275" 1588346 1589617 "+" 1272
"1896" "penicillin acylase family protein" "CP080275" 1589716 1592205 "-" 2490
"1897" "NAD(P)-dependent oxidoreductase_4" "CP080275" 1592342 1593214 "+" 873
"1898" "twin-arginine translocation pathway signal" "CP080275" 1593325 1593900 "-" 576
"1899" "porphobilinogen synthase" "CP080275" 1594112 1595110 "-" 999
"1900" "component of SufBCD complex" "CP080275" 1595310 1595834 "+" 525
"1901" "transcription-repair coupling factor" "CP080275" 1595869 1599336 "+" 3468
"1902" "MFS transporter_12" "CP080275" 1599414 1600637 "-" 1224
"1903" "DsbA family oxidoreductase" "CP080275" 1600859 1601524 "-" 666
"1904" "acyl--CoA ligase_3" "CP080275" 1601521 1603128 "-" 1608
"1905" "XRE family transcriptional regulator_3" "CP080275" 1603194 1603817 "+" 624
"1906" "hypothetical protein_256" "CP080275" 1603971 1604201 "-" 231
"1907" "aquaporin family protein" "CP080275" 1604337 1604993 "-" 657
"1908" "arsenate reductase ArsC" "CP080275" 1604990 1605466 "-" 477
"1909" "helix-turn-helix domain-containing protein_22" "CP080275" 1605487 1606308 "-" 822
"1910" "extracellular solute-binding protein_4" "CP080275" 1606421 1608247 "-" 1827
"1911" "3-hydroxybutyrate dehydrogenase" "CP080275" 1608641 1609414 "+" 774
"1912" "patatin-like phospholipase family protein" "CP080275" 1609549 1610577 "+" 1029
"1913" "DUF502 domain-containing protein" "CP080275" 1610625 1611317 "-" 693
"1914" "pseudouridine-5'-phosphate glycosidase" "CP080275" 1611401 1612306 "-" 906
"1915" "PfkB family carbohydrate kinase" "CP080275" 1612312 1613271 "-" 960
"1916" "DUF4198 domain-containing protein" "CP080275" 1613320 1614165 "-" 846
"1917" "HupE/UreJ family protein" "CP080275" 1614164 1615372 "+" 1209
"1918" "thiamine phosphate synthase_2" "CP080275" 1615443 1616078 "-" 636
"1919" "RNA methyltransferase_2" "CP080275" 1616286 1617032 "+" 747
"1920" "COX15/CtaA family protein" "CP080275" 1617124 1618272 "+" 1149
"1921" "carboxypeptidase M32" "CP080275" 1618275 1619744 "+" 1470
"1922" "hypothetical protein_257" "CP080275" 1619839 1620189 "-" 351
"1923" "DNA gyrase subunit A" "CP080275" 1620321 1623077 "-" 2757
"1924" "usg protein" "CP080275" 1623271 1623540 "+" 270
"1925" "glucose-6-phosphate dehydrogenase_1" "CP080275" 1623803 1625290 "+" 1488
"1926" "6-phosphogluconolactonase" "CP080275" 1625287 1625958 "+" 672
"1927" "thioesterase family protein" "CP080275" 1625993 1626469 "-" 477
"1928" "ASKHA domain-containing protein" "CP080275" 1626766 1628862 "-" 2097
"1929" "CoA transferase_3" "CP080275" 1629023 1630198 "-" 1176
"1930" "IMP dehydrogenase" "CP080275" 1630462 1631910 "+" 1449
"1931" "RsmB/NOP family class I SAM-dependent RNA methyltransferase" "CP080275" 1631961 1633172 "+" 1212
"1932" "ATP-binding protein_12" "CP080275" 1633267 1635582 "+" 2316
"1933" "gamma-glutamyl kinase" "CP080275" 1635645 1636238 "-" 594
"1934" "recombinase RecA" "CP080275" 1636443 1637510 "+" 1068
"1935" "alanine--tRNA ligase" "CP080275" 1637725 1640376 "+" 2652
"1936" "DUF1330 domain-containing protein_2" "CP080275" 1640471 1640758 "+" 288
"1937" "VOC family protein_5" "CP080275" 1640850 1641431 "-" 582
"1938" "translational GTPase TypA" "CP080275" 1641549 1643369 "-" 1821
"1939" "SMR family transporter" "CP080275" 1643518 1643853 "-" 336
"1940" "HD domain-containing protein_2" "CP080275" 1643899 1645071 "-" 1173
"1941" "hypothetical protein_258" "CP080275" 1645064 1645312 "-" 249
"1942" "alpha/beta hydrolase_8" "CP080275" 1645312 1645965 "-" 654
"1943" "Rrf2 family transcriptional regulator_2" "CP080275" 1646154 1646612 "+" 459
"1944" "cysteine desulfurase_1" "CP080275" 1646731 1647774 "+" 1044
"1945" "Fe-S cluster assembly protein SufB" "CP080275" 1647790 1649313 "+" 1524
"1946" "heavy metal-binding domain-containing protein" "CP080275" 1649352 1649666 "+" 315
"1947" "Fe-S cluster assembly ATPase SufC" "CP080275" 1649732 1650487 "+" 756
"1948" "SufD family Fe-S cluster assembly protein" "CP080275" 1650488 1651768 "+" 1281
"1949" "YIP1 family protein" "CP080275" 1651768 1652831 "+" 1064
"1950" "cysteine desulfurase_2" "CP080275" 1652824 1654044 "+" 1221
"1951" "UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase_1" "CP080275" 1654203 1655861 "-" 1659
"1952" "DUF2059 domain-containing protein" "CP080275" 1656245 1657096 "+" 852
"1953" "50S ribosomal protein L21" "CP080275" 1657336 1657926 "+" 591
"1954" "50S ribosomal protein L27" "CP080275" 1657938 1658207 "+" 270
"1955" "GNAT family N-acetyltransferase_13" "CP080275" 1658402 1658941 "+" 540
"1956" "GTPase ObgE" "CP080275" 1659052 1660086 "+" 1035
"1957" "glutamate 5-kinase" "CP080275" 1660074 1661180 "+" 1107
"1958" "glutamate-5-semialdehyde dehydrogenase" "CP080275" 1661255 1662520 "+" 1266
"1959" "histidine phosphotransferase family protein" "CP080275" 1662627 1663223 "-" 597
"1960" "DUF3553 domain-containing protein" "CP080275" 1663252 1663437 "+" 186
"1961" "GNAT family N-acetyltransferase_14" "CP080275" 1663543 1664304 "+" 762
"1962" "1-acyl-sn-glycerol-3-phosphate acyltransferase_4" "CP080275" 1664301 1665164 "+" 864
"1963" "30S ribosomal protein S2" "CP080275" 1665350 1666123 "+" 774
"1964" "translation elongation factor Ts" "CP080275" 1666203 1667078 "+" 876
"1965" "LuxR family transcriptional regulator_3" "CP080275" 1667533 1668288 "-" 756
"1966" "type II 3-dehydroquinate dehydratase" "CP080275" 1668285 1668734 "-" 450
"1967" "NADPH:quinone oxidoreductase family protein_1" "CP080275" 1668971 1669972 "-" 1002
"1968" "nitronate monooxygenase family protein" "CP080275" 1670172 1671158 "+" 987
"1969" "phosphotransferase family protein" "CP080275" 1671158 1672234 "+" 1077
"1970" "IclR family transcriptional regulator_5" "CP080275" 1672259 1673053 "+" 795
"1971" "enoyl-CoA hydratase/isomerase family protein_1" "CP080275" 1673195 1673947 "+" 753
"1972" "beta-lactamase family protein_2" "CP080275" 1673978 1675189 "+" 1212
"1973" "acyl-CoA thioesterase II" "CP080275" 1675271 1676149 "+" 879
"1974" "SDR family NAD(P)-dependent oxidoreductase_4" "CP080275" 1676174 1676950 "-" 777
"1975" "acyl-CoA dehydrogenase_3" "CP080275" 1677712 1678932 "-" 1221
"1976" "LysR family transcriptional regulator_11" "CP080275" 1679035 1679946 "+" 912
"1977" "phosphate regulon transcriptional regulator PhoB" "CP080275" 1680010 1680699 "-" 690
"1978" "phosphate signaling complex protein PhoU" "CP080275" 1680702 1681412 "-" 711
"1979" "phosphate ABC transporter ATP-binding protein PstB" "CP080275" 1681427 1682224 "-" 798
"1980" "phosphate ABC transporter permease PstA" "CP080275" 1682238 1683593 "-" 1356
"1981" "phosphate ABC transporter permease subunit PstC" "CP080275" 1683593 1685071 "-" 1479
"1982" "substrate-binding domain-containing protein_3" "CP080275" 1685216 1686271 "-" 1056
"1983" "ATP-binding protein_13" "CP080275" 1686515 1687555 "-" 1041
"1984" "aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme_4" "CP080275" 1687605 1688762 "-" 1158
"1985" "gamma carbonic anhydrase family protein" "CP080275" 1688790 1689311 "-" 522
"1986" "guanylate kinase" "CP080275" 1689308 1689949 "-" 642
"1987" "YicC family protein" "CP080275" 1689991 1690887 "-" 897
"1988" "PAS domain-containing protein_2" "CP080275" 1691133 1691990 "+" 858
"1989" "3-deoxy-7-phosphoheptulonate synthase class II" "CP080275" 1692269 1693639 "-" 1371
"1990" "GlxA family transcriptional regulator_3" "CP080275" 1693820 1694824 "+" 1005
"1991" "PQQ-dependent sugar dehydrogenase" "CP080275" 1694856 1695848 "-" 993
"1992" "ABC transporter substrate-binding protein_17" "CP080275" 1696441 1697634 "+" 1194
"1993" "ABC transporter ATP-binding protein_23" "CP080275" 1697734 1699349 "+" 1616
"1994" "branched-chain amino acid ABC transporter permease_6" "CP080275" 1699353 1701682 "+" 2330
"1995" "DUF853 domain-containing protein" "CP080275" 1701781 1703325 "-" 1545
"1996" "invasion associated locus B family protein_1" "CP080275" 1703869 1704510 "+" 642
"1997" "beta-ketoacyl-[acyl-carrier-protein] synthase family protein" "CP080275" 1704608 1705816 "-" 1209
"1998" "acyl carrier protein_2" "CP080275" 1705845 1706099 "-" 255
"1999" "UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase" "CP080275" 1706148 1707221 "-" 1074
"2000" "L%2CD-transpeptidase family protein_1" "CP080275" 1707260 1708894 "-" 1635
"2001" "DUF882 domain-containing protein_2" "CP080275" 1709263 1709838 "+" 576
"2002" "methyltetrahydrofolate cobalamin methyltransferase" "CP080275" 1710497 1711558 "-" 1062
"2003" "methylenetetrahydrofolate reductase" "CP080275" 1711562 1712494 "-" 933
"2004" "virulence factor" "CP080275" 1712521 1712817 "-" 297
"2005" "Ppx/GppA family phosphatase_1" "CP080275" 1713142 1714254 "+" 1113
"2006" "RlmE family RNA methyltransferase" "CP080275" 1714323 1715078 "+" 756
"2007" "YihY/virulence factor BrkB family protein_2" "CP080275" 1715499 1716350 "-" 852
"2008" "cardiolipin synthase" "CP080275" 1716464 1717882 "+" 1419
"2009" "potassium channel family protein" "CP080275" 1717900 1718349 "-" 450
"2010" "hypothetical protein_259" "CP080275" 1718446 1718826 "-" 381
"2011" "ABC transporter ATP-binding protein_24" "CP080275" 1719014 1719724 "+" 711
"2012" "FtsX-like permease family protein_1" "CP080275" 1719721 1722180 "+" 2460
"2013" "iron ABC transporter permease_1" "CP080275" 1722170 1723276 "+" 1107
"2014" "universal stress protein_4" "CP080275" 1723369 1723800 "-" 432
"2015" "TRAP transporter permease" "CP080275" 1723797 1726406 "-" 2610
"2016" "TAXI family TRAP transporter solute-binding subunit" "CP080275" 1726583 1727548 "-" 966
"2017" "xanthine dehydrogenase family protein subunit M_1" "CP080275" 1728269 1729135 "+" 867
"2018" "(2Fe-2S)-binding protein_2" "CP080275" 1729132 1729614 "+" 483
"2019" "xanthine dehydrogenase family protein molybdopterin-binding subunit_2" "CP080275" 1729614 1731881 "+" 2268
"2020" "MoaD/ThiS family protein" "CP080275" 1731910 1732161 "+" 252
"2021" "S-methyl-5-thioribose-1-phosphate isomerase" "CP080275" 1732265 1733368 "+" 1104
"2022" "class II aldolase/adducin family protein" "CP080275" 1733375 1734046 "+" 672
"2023" "dipeptidase_2" "CP080275" 1734251 1735321 "+" 1071
"2024" "ABC transporter substrate-binding protein_18" "CP080275" 1735406 1737001 "+" 1596
"2025" "ABC transporter permease_24" "CP080275" 1737003 1738993 "+" 1991
"2026" "ABC transporter ATP-binding protein_25" "CP080275" 1738990 1740599 "+" 1610
"2027" "HD-GYP domain-containing protein" "CP080275" 1740752 1742230 "+" 1479
"2028" "DedA family protein" "CP080275" 1742671 1743249 "+" 579
"2029" "disulfide bond formation protein B" "CP080275" 1743252 1743722 "+" 471
"2030" "Lrp/AsnC family transcriptional regulator_11" "CP080275" 1743757 1744182 "-" 426
"2031" "arginase" "CP080275" 1744295 1745221 "+" 927
"2032" "arginine deiminase-related protein" "CP080275" 1745218 1746147 "+" 930
"2033" "ornithine cyclodeaminase" "CP080275" 1746144 1747190 "+" 1047
"2034" "HNH endonuclease_1" "CP080275" 1747269 1747835 "-" 567
"2035" "pseudouridine synthase" "CP080275" 1748437 1749135 "+" 699
"2036" "alpha/beta fold hydrolase_2" "CP080275" 1749176 1749841 "-" 666
"2037" "DNA-3-methyladenine glycosylase" "CP080275" 1749838 1750506 "-" 669
"2038" "MFS transporter_13" "CP080275" 1750599 1751825 "+" 1227
"2039" "squalene/phytoene synthase family protein" "CP080275" 1751917 1752696 "-" 780
"2040" "citramalate synthase" "CP080275" 1752696 1754327 "-" 1632
"2041" "cysteine--tRNA ligase" "CP080275" 1754394 1755791 "-" 1398
"2042" "porin family protein_1" "CP080275" 1756097 1756681 "-" 585
"2043" "porin family protein_2" "CP080275" 1757095 1757640 "-" 546
"2044" "trimethylamine methyltransferase family protein_3" "CP080275" 1758165 1759715 "+" 1551
"2045" "glycosyltransferase family 2 protein_10" "CP080275" 1759777 1760520 "-" 744
"2046" "ABC transporter ATP-binding protein_26" "CP080275" 1760594 1762050 "-" 1457
"2047" "branched-chain amino acid ABC transporter permease_7" "CP080275" 1762043 1763946 "-" 1904
"2048" "ABC transporter substrate-binding protein_19" "CP080275" 1764046 1765182 "-" 1137
"2049" "hypothetical protein_260" "CP080275" 1765712 1766236 "-" 525
"2050" "PAS domain-containing protein_3" "CP080275" 1766649 1769900 "+" 3252
"2051" "transketolase_1" "CP080275" 1770005 1772416 "-" 2412
"2052" "methionine gamma-lyase" "CP080275" 1772531 1773736 "-" 1206
"2053" "Lrp/AsnC family transcriptional regulator_12" "CP080275" 1773831 1774316 "+" 486
"2054" "tetratricopeptide repeat protein_8" "CP080275" 1774441 1776213 "+" 1773
"2055" "phosphatase PAP2 family protein" "CP080275" 1776346 1777806 "+" 1461
"2056" "hypothetical protein_261" "CP080275" 1777823 1780831 "-" 3009
"2057" "AGE family epimerase/isomerase" "CP080275" 1781440 1782693 "-" 1254
"2058" "sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC_3" "CP080275" 1782736 1783803 "-" 1068
"2059" "carbohydrate ABC transporter permease_7" "CP080275" 1783816 1784667 "-" 852
"2060" "sugar ABC transporter permease_8" "CP080275" 1784677 1785627 "-" 951
"2061" "sugar ABC transporter substrate-binding protein_3" "CP080275" 1785609 1786865 "-" 1257
"2062" "aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme_5" "CP080275" 1786907 1788058 "-" 1152
"2063" "FCD domain-containing protein_1" "CP080275" 1788051 1788797 "-" 747
"2064" "MFS transporter_14" "CP080275" 1789343 1790512 "+" 1170
"2065" "vitamin B12-dependent ribonucleotide reductase" "CP080275" 1790706 1794350 "-" 3645
"2066" "DUF192 domain-containing protein_2" "CP080275" 1795298 1795840 "-" 543
"2067" "cold shock domain-containing protein" "CP080275" 1795845 1796381 "-" 537
"2068" "pyridoxamine 5'-phosphate oxidase" "CP080275" 1796500 1797105 "-" 606
"2069" "enoyl-ACP reductase FabI" "CP080275" 1797273 1798091 "+" 819
"2070" "LysE family translocator_3" "CP080275" 1798208 1798822 "+" 615
"2071" "xanthine phosphoribosyltransferase" "CP080275" 1798872 1799375 "+" 504
"2072" "aminotransferase_2" "CP080275" 1799575 1800765 "+" 1191
"2073" "SurA N-terminal domain-containing protein" "CP080275" 1800912 1802753 "+" 1842
"2074" "anthranilate synthase component I" "CP080275" 1802769 1804280 "+" 1512
"2075" "divergent polysaccharide deacetylase family protein" "CP080275" 1804413 1806068 "-" 1656
"2076" "aminodeoxychorismate/anthranilate synthase component II" "CP080275" 1806266 1806847 "+" 582
"2077" "anthranilate phosphoribosyltransferase" "CP080275" 1806844 1807872 "+" 1029
"2078" "uracil-DNA glycosylase_2" "CP080275" 1807869 1808522 "+" 654
"2079" "indole-3-glycerol phosphate synthase TrpC" "CP080275" 1808537 1809349 "+" 813
"2080" "cyclic pyranopterin monophosphate synthase MoaC" "CP080275" 1809349 1809819 "+" 471
"2081" "molybdopterin molybdotransferase MoeA" "CP080275" 1809820 1810992 "+" 1173
"2082" "transcriptional repressor LexA" "CP080275" 1811132 1811815 "+" 684
"2083" "ComEC family competence protein" "CP080275" 1812204 1814267 "-" 2064
"2084" "glutamate--tRNA ligase_1" "CP080275" 1814347 1815747 "+" 1401
"2085" "citrate synthase_1" "CP080275" 1815873 1817168 "+" 1296
"2086" "type I secretion protein" "CP080275" 1817505 1818398 "+" 894
"2087" "enoyl-CoA hydratase-related protein" "CP080275" 1818546 1819322 "-" 777
"2088" "cytochrome c-type biogenesis protein CcmH" "CP080275" 1819509 1820003 "-" 495
"2089" "heme lyase CcmF/NrfE family subunit" "CP080275" 1820000 1821964 "-" 1965
"2090" "holin family protein_1" "CP080275" 1822083 1822694 "-" 612
"2091" "holin-associated N-acetylmuramidase_1" "CP080275" 1822685 1823296 "-" 612
"2092" "cytochrome c maturation protein CcmE" "CP080275" 1823416 1823859 "-" 444
"2093" "N-acetyl-gamma-glutamyl-phosphate reductase" "CP080275" 1823912 1824940 "-" 1029
"2094" "aspartate/glutamate racemase family protein_1" "CP080275" 1825066 1825875 "-" 810
"2095" "lysophospholipid acyltransferase family protein_1" "CP080275" 1825896 1826816 "-" 921
"2096" "indolepyruvate ferredoxin oxidoreductase family protein_2" "CP080275" 1827077 1830496 "-" 3420
"2097" "LysR family transcriptional regulator_12" "CP080275" 1830666 1831571 "+" 906
"2098" "hypothetical protein_262" "CP080275" 1832151 1832546 "+" 396
"2099" "phosphoribosylformylglycinamidine synthase subunit PurL" "CP080275" 1832762 1834927 "+" 2166
"2100" "hypothetical protein_263" "CP080275" 1835025 1835573 "+" 549
"2101" "BolA/IbaG family iron-sulfur metabolism protein" "CP080275" 1835641 1835877 "+" 237
"2102" "hypothetical protein_264" "CP080275" 1835896 1836114 "+" 219
"2103" "Grx4 family monothiol glutaredoxin" "CP080275" 1836216 1836578 "+" 363
"2104" "DUF1295 domain-containing protein" "CP080275" 1836690 1837370 "-" 681
"2105" "TetR/AcrR family transcriptional regulator_12" "CP080275" 1837506 1837982 "+" 477
"2106" "cell division protein ZapA" "CP080275" 1838061 1838459 "-" 399
"2107" "hypothetical protein_265" "CP080275" 1838459 1839472 "-" 1014
"2108" "transketolase_2" "CP080275" 1839756 1841777 "+" 2022
"2109" "hypothetical protein_266" "CP080275" 1841843 1842280 "-" 438
"2110" "DUF808 domain-containing protein" "CP080275" 1842299 1843270 "-" 972
"2111" "type I glyceraldehyde-3-phosphate dehydrogenase_1" "CP080275" 1843554 1844555 "+" 1002
"2112" "hypothetical protein_267" "CP080275" 1844658 1844801 "+" 144
"2113" "pantetheine-phosphate adenylyltransferase" "CP080275" 1844871 1845365 "-" 495
"2114" "CBS domain-containing protein" "CP080275" 1845508 1845942 "-" 435
"2115" "LysR family transcriptional regulator_13" "CP080275" 1845999 1846895 "-" 897
"2116" "CoA-acylating methylmalonate-semialdehyde dehydrogenase" "CP080275" 1847028 1848527 "+" 1500
"2117" "fatty acid desaturase_2" "CP080275" 1848741 1849769 "+" 1029
"2118" "L%2CD-transpeptidase_1" "CP080275" 1849989 1850588 "+" 600
"2119" "UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase_2" "CP080275" 1850851 1852851 "-" 2001
"2120" "acyl-CoA dehydrogenase family protein_6" "CP080275" 1852915 1854060 "+" 1146
"2121" "enoyl-CoA hydratase/isomerase family protein_2" "CP080275" 1854068 1855114 "+" 1047
"2122" "3-hydroxyisobutyrate dehydrogenase" "CP080275" 1855111 1855986 "+" 876
"2123" "excinuclease ABC subunit UvrA" "CP080275" 1856792 1859668 "-" 2877
"2124" "MFS transporter_15" "CP080275" 1859779 1860966 "-" 1188
"2125" "dihydrolipoyl dehydrogenase_3" "CP080275" 1861160 1862554 "-" 1395
"2126" "DUF924 domain-containing protein" "CP080275" 1862746 1863324 "-" 579
"2127" "MFS transporter_16" "CP080275" 1863462 1864736 "-" 1275
"2128" "tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA" "CP080275" 1864986 1866056 "-" 1071
"2129" "DUF3971 domain-containing protein" "CP080275" 1866160 1869894 "-" 3735
"2130" "peroxiredoxin_2" "CP080275" 1869995 1870456 "+" 462
"2131" "ferritin-like domain-containing protein" "CP080275" 1870598 1871479 "+" 882
"2132" "DUF5930 domain-containing protein" "CP080275" 1871884 1873215 "+" 1332
"2133" "polymer-forming cytoskeletal protein" "CP080275" 1873205 1873747 "+" 543
"2134" "calcium-binding protein_3" "CP080275" 1874009 1875253 "+" 1245
"2135" "hypothetical protein_268" "CP080275" 1876373 1876993 "+" 621
"2136" "DUF3179 domain-containing protein" "CP080275" 1877080 1878087 "-" 1008
"2137" "peptidylprolyl isomerase_2" "CP080275" 1878288 1879338 "-" 1051
"2138" "phosphoglycerate kinase" "CP080275" 1879520 1880710 "+" 1191
"2139" "septum formation initiator family protein" "CP080275" 1880989 1881288 "+" 300
"2140" "pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha" "CP080275" 1881578 1882591 "+" 1014
"2141" "pyruvate dehydrogenase complex E1 component subunit beta" "CP080275" 1882608 1883993 "+" 1386
"2142" "pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase" "CP080275" 1884006 1885361 "+" 1356
"2143" "cysteine hydrolase_1" "CP080275" 1886335 1887132 "-" 798
"2144" "AraC family transcriptional regulator_5" "CP080275" 1887210 1888220 "+" 1011
"2145" "sulfotransferase domain-containing protein_2" "CP080275" 1888753 1889640 "-" 888
"2146" "serine O-acetyltransferase" "CP080275" 1889854 1890669 "-" 816
"2147" "hypothetical protein_269" "CP080275" 1890937 1891257 "-" 321
"2148" "glycoside hydrolase/phage tail family protein" "CP080275" 1891270 1895226 "-" 3957
"2149" "NlpC/P60 family protein" "CP080275" 1895226 1895696 "-" 471
"2150" "DUF2163 domain-containing protein" "CP080275" 1895693 1896643 "-" 951
"2151" "DUF2460 domain-containing protein" "CP080275" 1896643 1897275 "-" 633
"2152" "phage tail tape measure protein_3" "CP080275" 1897291 1897947 "-" 657
"2153" "phage tail assembly chaperone" "CP080275" 1897940 1898197 "-" 258
"2154" "gene transfer agent family protein" "CP080275" 1898194 1898583 "-" 390
"2155" "phage major tail protein%2C TP901-1 family" "CP080275" 1898598 1899011 "-" 414
"2156" "DUF3168 domain-containing protein" "CP080275" 1899117 1899530 "-" 414
"2157" "head-tail adaptor protein" "CP080275" 1899527 1899898 "-" 372
"2158" "hypothetical protein_270" "CP080275" 1899895 1900542 "-" 648
"2159" "phage major capsid protein_2" "CP080275" 1900729 1901913 "-" 1185
"2160" "HK97 family phage prohead protease" "CP080275" 1901962 1902579 "-" 618
"2161" "hypothetical protein_271" "CP080275" 1902615 1902833 "-" 219
"2162" "phage portal protein_3" "CP080275" 1902826 1904019 "-" 1194
"2163" "terminase family protein_2" "CP080275" 1904224 1905516 "-" 1293
"2164" "recombinase" "CP080275" 1905488 1905829 "-" 342
"2165" "endolytic transglycosylase MltG" "CP080275" 1906122 1907276 "-" 1155
"2166" "beta-ketoacyl-ACP synthase II" "CP080275" 1907276 1908541 "-" 1266
"2167" "PilZ domain-containing protein" "CP080275" 1909060 1909818 "+" 759
"2168" "1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase" "CP080275" 1909984 1910727 "-" 744
"2169" "acyl carrier protein_3" "CP080275" 1910892 1911125 "-" 234
"2170" "3-oxoacyl-ACP reductase FabG" "CP080275" 1911789 1912526 "-" 738
"2171" "ACP S-malonyltransferase_1" "CP080275" 1912612 1913544 "-" 933
"2172" "cytochrome b/b6 domain-containing protein_1" "CP080275" 1913730 1915034 "+" 1305
"2173" "phosphodiesterase_1" "CP080275" 1915136 1915948 "-" 813
"2174" "DMT family transporter_10" "CP080275" 1915965 1916819 "-" 855
"2175" "YceI family protein" "CP080275" 1917053 1917628 "-" 576
"2176" "hypothetical protein_272" "CP080275" 1917865 1918461 "-" 597
"2177" "30S ribosomal protein S6" "CP080275" 1919038 1919391 "+" 354
"2178" "30S ribosomal protein S18" "CP080275" 1919420 1919647 "+" 228
"2179" "50S ribosomal protein L9" "CP080275" 1919660 1920274 "+" 615
"2180" "peptidyl-tRNA hydrolase" "CP080275" 1920508 1920690 "+" 183
"2181" "lytic transglycosylase domain-containing protein_3" "CP080275" 1921012 1921482 "+" 471
"2182" "bifunctional 2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase" "CP080275" 1921632 1923590 "+" 1959
"2183" "calcium-binding protein_4" "CP080275" 1923889 1925157 "+" 1269
"2184" "trigger factor" "CP080275" 1925373 1926704 "-" 1332
"2185" "porin_1" "CP080275" 1926973 1928103 "-" 1131
"2186" "methyl-accepting chemotaxis protein_8" "CP080275" 1928457 1930658 "+" 2202
"2187" "SOS response-associated peptidase" "CP080275" 1931271 1931963 "+" 693
"2188" "c-type cytochrome_3" "CP080275" 1933031 1933471 "+" 441
"2189" "multicopper oxidase family protein_2" "CP080275" 1933473 1934852 "+" 1380
"2190" "cytochrome c_3" "CP080275" 1934849 1935253 "+" 405
"2191" "DUF305 domain-containing protein" "CP080275" 1935329 1936153 "+" 825
"2192" "glutaredoxin" "CP080275" 1936181 1936942 "+" 762
"2193" "copper chaperone PCu(A)C_1" "CP080275" 1936914 1937381 "-" 468
"2194" "CopD family protein_1" "CP080275" 1937440 1938318 "-" 879
"2195" "copper resistance protein CopC" "CP080275" 1938321 1938683 "-" 363
"2196" "copper resistance protein B" "CP080275" 1938775 1939491 "-" 717
"2197" "copper resistance system multicopper oxidase" "CP080275" 1939521 1941275 "-" 1755
"2198" "hypothetical protein_273" "CP080275" 1941458 1941811 "-" 354
"2199" "hypothetical protein_274" "CP080275" 1942430 1942756 "+" 327
"2200" "helix-turn-helix transcriptional regulator_4" "CP080275" 1942939 1943697 "+" 759
"2201" "hypothetical protein_275" "CP080275" 1943679 1944401 "-" 723
"2202" "bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase" "CP080275" 1945176 1946834 "-" 1659
"2203" "P-II family nitrogen regulator_1" "CP080275" 1947026 1947364 "+" 339
"2204" "type I glutamate--ammonia ligase" "CP080275" 1947458 1948864 "+" 1407
"2205" "hypothetical protein_276" "CP080275" 1949398 1950423 "+" 1026
"2206" "DUF3445 domain-containing protein" "CP080275" 1950440 1951204 "-" 765
"2207" "Xaa-Pro peptidase family protein_1" "CP080275" 1951392 1952735 "+" 1344
"2208" "NUDIX hydrolase_3" "CP080275" 1952813 1953373 "-" 561
"2209" "bifunctional alpha/beta hydrolase/OsmC family protein" "CP080275" 1953469 1954725 "+" 1257
"2210" "adenylosuccinate lyase" "CP080275" 1955004 1956308 "+" 1305
"2211" "hypothetical protein_277" "CP080275" 1956497 1957102 "+" 606
"2212" "flagellar motor switch protein FliG" "CP080275" 1957179 1958372 "+" 1194
"2213" "lysophospholipid acyltransferase family protein_2" "CP080275" 1958750 1959685 "+" 936
"2214" "DUF1223 domain-containing protein" "CP080275" 1959700 1960431 "-" 732
"2215" "aconitate hydratase AcnA" "CP080275" 1960677 1963364 "+" 2688
"2216" "antibiotic biosynthesis monooxygenase_2" "CP080275" 1963642 1963941 "+" 300
"2217" "DsbE family thiol:disulfide interchange protein" "CP080275" 1964019 1964558 "-" 540
"2218" "heme exporter protein CcmD" "CP080275" 1964551 1964721 "-" 171
"2219" "heme ABC transporter permease" "CP080275" 1964721 1965452 "-" 732
"2220" "heme exporter protein CcmB" "CP080275" 1965498 1966154 "-" 657
"2221" "heme ABC exporter ATP-binding protein CcmA" "CP080275" 1966151 1966777 "-" 627
"2222" "Mth938-like domain-containing protein" "CP080275" 1966875 1967228 "-" 354
"2223" "protein translocase subunit SecF" "CP080275" 1967397 1968365 "-" 969
"2224" "protein translocase subunit SecD" "CP080275" 1968367 1970028 "-" 1662
"2225" "preprotein translocase subunit YajC" "CP080275" 1970063 1970347 "-" 285
"2226" "pentapeptide repeat-containing protein" "CP080275" 1970523 1971644 "+" 1122
