"Start","GeneID.x","Chr.x","End.x","Strand.x","Length.x","GeneID.y","Chr.y","End.y","Strand.y","Length.y"
2255428,"OL67_002185","1",2257098,"+",1670,"FAD-binding dehydrogenase","CP080275",2257098,"+",1670
2257140,"OL67_002186","1",2258957,"-",1817,"SLC13 family permease","CP080275",2258918,"-",1778
2259196,"OL67_002187","1",2259981,"-",785,"TIGR00282 family metallophosphoesterase","CP080275",2260008,"-",812
2260055,"OL67_002188","1",2260177,"+",122,NA,NA,NA,NA,NA
2260123,"OL67_002189","1",2260686,"-",563,"5-formyltetrahydrofolate cyclo-ligase","CP080275",2260686,"-",563
2260750,"OL67_002190","1",2262138,"-",1388,"magnesium transporter","CP080275",2262138,"-",1388
2262275,"OL67_002191","1",2263561,"+",1286,"guanine deaminase","CP080275",2263561,"+",1286
2263706,"OL67_002192","1",2265046,"-",1340,"8-oxoguanine deaminase","CP080275",2265046,"-",1340
2265159,"OL67_002193","1",2265911,"-",752,"histidinol-phosphatase","CP080275",2265911,"-",752
2266019,"OL67_002194","1",2266390,"-",371,"helix-turn-helix domain-containing protein","CP080275",2266390,"-",371
2266757,"OL67_002195","1",2267728,"+",971,"NADPH:quinone oxidoreductase family protein","CP080275",2267728,"+",971
2267853,"OL67_002196","1",2268749,"-",896,"LysR family transcriptional regulator","CP080275",2268746,"-",893
2268874,"OL67_002197","1",2269089,"+",215,"hypothetical protein","CP080275",2269089,"+",215
2269367,"OL67_002198","1",2269738,"+",371,"hypothetical protein","CP080275",2269738,"+",371
2270095,"OL67_002199","1",2270871,"+",776,"Bax inhibitor-1/YccA family protein","CP080275",2270871,"+",776
2270997,"OL67_002200","1",2271470,"+",473,"GNAT family N-acetyltransferase","CP080275",2271470,"+",473
2271877,"OL67_002201","1",2272044,"-",167,"50S ribosomal protein L33","CP080275",2272044,"-",167
2272727,"OL67_002202","1",2273518,"-",791,"N-acetylmuramoyl-L-alanine amidase","CP080275",2273440,"-",713
2273457,"OL67_002203","1",2274230,"-",773,"hypothetical protein","CP080275",2274230,"-",773
2274270,"OL67_002204","1",2275757,"-",1487,"Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA","CP080275",2275757,"-",1487
2275761,"OL67_002205","1",2276048,"-",287,"Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC","CP080275",2276048,"-",287
2276244,"OL67_002206","1",2276936,"+",692,"metal-dependent hydrolase","CP080275",2276936,"+",692
2276975,"OL67_002207","1",2277598,"-",623,"DNA-3-methyladenine glycosylase I","CP080275",2277598,"-",623
2277660,"OL67_002208","1",2278121,"-",461,"nucleoside deaminase","CP080275",2278121,"-",461
2278166,"OL67_002209","1",2279488,"+",1322,NA,NA,NA,NA,NA
2278184,NA,NA,NA,NA,NA,"rRNA pseudouridine synthase","CP080275",2279488,"+",1304
2279679,"OL67_002210","1",2280596,"+",917,"5-bromo-4-chloroindolyl phosphate hydrolysis family protein","CP080275",2280596,"+",917
2280619,"OL67_002211","1",2281815,"+",1196,"toxic anion resistance protein","CP080275",2281815,"+",1196
2281812,"OL67_002212","1",2282786,"+",974,NA,NA,NA,NA,NA
2281902,NA,NA,NA,NA,NA,"DUF2927 domain-containing protein","CP080275",2282786,"+",884
2282885,"OL67_002213","1",2284084,"+",1199,"SPFH domain-containing protein","CP080275",2284084,"+",1199
2284171,"OL67_002214","1",2284698,"+",527,"cytochrome b/b6 domain-containing protein","CP080275",2284698,"+",527
2284708,"OL67_002215","1",2285862,"+",1154,"TFIIB-type zinc finger domain-containing protein","CP080275",2285862,"+",1154
2285924,"OL67_002216","1",2286598,"+",674,"nitroreductase","CP080275",2286598,"+",674
2286626,"OL67_002217","1",2287072,"+",446,"D-aminoacyl-tRNA deacylase","CP080275",2287072,"+",446
2287528,"OL67_002218","1",2289114,"+",1586,"ABC transporter substrate-binding protein","CP080275",2289114,"+",1586
2289129,"OL67_002219","1",2290085,"+",956,"ABC transporter permease","CP080275",2290897,"+",1768
2290082,"OL67_002220","1",2290897,"+",815,NA,NA,NA,NA,NA
2290894,"OL67_002221","1",2292531,"+",1637,"ABC transporter ATP-binding protein","CP080275",2292531,"+",1637
2292657,"OL67_002222","1",2293493,"+",836,"alkaline phosphatase family protein","CP080275",2293493,"+",836
2293550,"OL67_002223","1",2294113,"+",563,"DUF4453 domain-containing protein","CP080275",2294113,"+",563
2294122,"OL67_002224","1",2295048,"-",926,"alpha/beta hydrolase","CP080275",2295048,"-",926
2295188,"OL67_002225","1",2297083,"-",1895,"acyl-CoA synthetase","CP080275",2297083,"-",1895
2297265,"OL67_002226","1",2299064,"-",1799,"ATP-binding cassette domain-containing protein","CP080275",2299064,"-",1799
2299461,"OL67_002228","1",2300009,"-",548,"carbon monoxide dehydrogenase subunit G","CP080275",2300009,"-",548
2300358,"OL67_002229","1",2301074,"+",716,"response regulator transcription factor","CP080275",2301074,"+",716
2301092,"OL67_002230","1",2302345,"+",1253,"FIST C-terminal domain-containing protein","CP080275",2302345,"+",1253
2302342,"OL67_002231","1",2304612,"+",2270,"PAS-domain containing protein","CP080275",2304612,"+",2270
2304809,"OL67_002232","1",2305558,"+",749,"cobalamin biosynthesis protein CbiX","CP080275",2305558,"+",749
2305952,"OL67_002234","1",2307136,"-",1184,"site-specific integrase","CP080275",2307136,"-",1184
2307618,"OL67_002235","1",2309942,"-",2324,"molybdopterin-dependent oxidoreductase","CP080275",2309942,"-",2324
2309932,"OL67_002236","1",2311404,"-",1472,"pyridoxal-phosphate dependent enzyme","CP080275",2311404,"-",1472
2311754,"OL67_002237","1",2312779,"+",1025,NA,NA,NA,NA,NA
2312902,"OL67_002238","1",2314095,"+",1193,NA,NA,NA,NA,NA
2312998,NA,NA,NA,NA,NA,"diaminopropionate ammonia-lyase","CP080275",2314095,"+",1097
2314130,"OL67_002239","1",2314501,"+",371,"cupin domain-containing protein","CP080275",2314501,"+",371
2314495,"OL67_002240","1",2315286,"-",791,"arylmalonate decarboxylase","CP080275",2315064,"-",569
2315065,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",2315280,"+",215
2315312,"OL67_002241","1",2316127,"-",815,"ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA","CP080275",2316076,"-",764
2316131,"OL67_002242","1",2316832,"-",701,"ectoine/hydroxyectoine ABC transporter permease subunit EhuD","CP080275",2316832,"-",701
2316836,"OL67_002243","1",2317501,"-",665,"ectoine/hydroxyectoine ABC transporter permease subunit EhuC","CP080275",2317558,"-",722
2317581,"OL67_002244","1",2318417,"-",836,"transporter substrate-binding domain-containing protein","CP080275",2318417,"-",836
2318636,"OL67_002245","1",2319124,"+",488,NA,NA,NA,NA,NA
2318675,NA,NA,NA,NA,NA,"Lrp/AsnC family transcriptional regulator","CP080275",2319124,"+",449
2319140,"OL67_002246","1",2320318,"-",1178,"Xaa-Pro peptidase family protein","CP080275",2320318,"-",1178
2320331,"OL67_002247","1",2321089,"-",758,"GntR family transcriptional regulator","CP080275",2321089,"-",758
2321239,"OL67_002248","1",2321382,"+",143,NA,NA,NA,NA,NA
2321409,"OL67_002249","1",2322185,"+",776,"aspartate/glutamate racemase family protein","CP080275",2322185,"+",776
2322198,"OL67_002250","1",2324627,"+",2429,"FAD-dependent oxidoreductase","CP080275",2324627,"+",2429
2325478,"OL67_002251","1",2325750,"+",272,NA,NA,NA,NA,NA
2326001,"OL67_002252","1",2326435,"+",434,NA,NA,NA,NA,NA
2326484,"OL67_002253","1",2326945,"+",461,NA,NA,NA,NA,NA
2326961,"OL67_002254","1",2327272,"+",311,NA,NA,NA,NA,NA
2327288,"OL67_002255","1",2327506,"+",218,NA,NA,NA,NA,NA
2327667,"OL67_002256","1",2328449,"-",782,"hypothetical protein","CP080275",2328347,"-",680
2328792,"OL67_002257","1",2332109,"+",3317,"glycosyltransferase family 2 protein","CP080275",2332109,"+",3317
2332113,"OL67_002258","1",2333234,"+",1121,"glycosyltransferase family 2 protein","CP080275",2333234,"+",1121
2333267,"OL67_002259","1",2334883,"-",1616,"AMP-binding protein","CP080275",2334883,"-",1616
2334885,"OL67_002260","1",2336045,"-",1160,"acyl-CoA dehydrogenase family protein","CP080275",2336045,"-",1160
2336151,"OL67_002261","1",2336954,"-",803,"enoyl-CoA hydratase family protein","CP080275",2336954,"-",803
2336951,"OL67_002262","1",2337409,"-",458,"MarR family transcriptional regulator","CP080275",2337409,"-",458
2337409,"OL67_002263","1",2338182,"-",773,"SDR family oxidoreductase","CP080275",2338182,"-",773
2338179,"OL67_002264","1",2340473,"-",2294,"bifunctional salicylyl-CoA 5-hydroxylase/oxidoreductase","CP080275",2340473,"-",2294
2341150,"OL67_002265","1",2343390,"-",2240,"phosphoenolpyruvate--protein phosphotransferase","CP080275",2343390,"-",2240
2343436,"OL67_002266","1",2344674,"-",1238,"aspartate kinase","CP080275",2344674,"-",1238
2344832,"OL67_002267","1",2346280,"-",1448,"TrkH family potassium uptake protein","CP080275",2346280,"-",1448
2346345,"OL67_002268","1",2347091,"-",746,"hypothetical protein","CP080275",2347091,"-",746
2347317,"OL67_002269","1",2348420,"-",1103,"GTP cyclohydrolase FolE2","CP080275",2348420,"-",1103
2348630,"OL67_002270","1",2349820,"-",1190,"O-succinylhomoserine sulfhydrylase","CP080275",2349820,"-",1190
2350123,"OL67_002271","1",2350737,"-",614,"septation protein IspZ","CP080275",2350737,"-",614
2350861,"OL67_002272","1",2351715,"-",854,"DMT family transporter","CP080275",2351763,"-",902
2351861,"OL67_002273","1",2353123,"-",1262,"signal recognition particle-docking protein FtsY","CP080275",2353123,"-",1262
2353235,"OL67_002274","1",2353912,"-",677,"lysoplasmalogenase","CP080275",2353912,"-",677
2354141,"OL67_002275","1",2354554,"+",413,"hypothetical protein","CP080275",2354554,"+",413
2354630,"OL67_002276","1",2356195,"-",1565,"exodeoxyribonuclease VII large subunit","CP080275",2356195,"-",1565
2356340,"OL67_002277","1",2357605,"+",1265,"phosphoribosylamine--glycine ligase","CP080275",2357605,"+",1265
2357917,"OL67_002278","1",2358798,"+",881,"bestrophin family protein","CP080275",2358798,"+",881
2358943,"OL67_002279","1",2359575,"+",632,"LuxR C-terminal-related transcriptional regulator","CP080275",2359575,"+",632
2360469,"OL67_002280","1",2362244,"-",1775,"DUF1217 domain-containing protein","CP080275",2362244,"-",1775
2362453,"OL67_002281","1",2363313,"-",860,"VCBS repeat-containing protein","CP080275",2363313,"-",860
2363313,"OL67_002282","1",2363636,"-",323,"2Fe-2S iron-sulfur cluster-binding protein","CP080275",2363636,"-",323
2363958,"OL67_002283","1",2364542,"+",584,"peptidoglycan-binding protein","CP080275",2364542,"+",584
2364585,"OL67_002284","1",2365346,"+",761,"Crp/Fnr family transcriptional regulator","CP080275",2365346,"+",761
2365903,"OL67_002285","1",2367417,"-",1514,"Do family serine endopeptidase","CP080275",2367402,"-",1499
2367690,"OL67_002286","1",2368580,"-",890,"protease modulator HflC","CP080275",2368580,"-",890
2368580,"OL67_002287","1",2369737,"-",1157,"FtsH protease activity modulator HflK","CP080275",2369737,"-",1157
2369807,"OL67_002288","1",2371162,"-",1355,"glutathione-disulfide reductase","CP080275",2371162,"-",1355
2371327,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",2371890,"-",563
2371691,"OL67_002289","1",2371876,"+",185,NA,NA,NA,NA,NA
2371956,"OL67_002290","1",2372744,"-",788,"ribose-5-phosphate isomerase RpiA","CP080275",2372744,"-",788
2372952,"OL67_002291","1",2373338,"-",386,"hypothetical protein","CP080275",2373338,"-",386
2373521,"OL67_002292","1",2374228,"+",707,"glutathione S-transferase family protein","CP080275",2374228,"+",707
2374228,"OL67_002293","1",2375601,"+",1373,"L-serine ammonia-lyase","CP080275",2375601,"+",1373
2375714,"OL67_002294","1",2376676,"+",962,"DMT family transporter","CP080275",2376676,"+",962
2376698,"OL67_002295","1",2377363,"-",665,"thiamine diphosphokinase","CP080275",2377363,"-",665
2377503,"OL67_002296","1",2379728,"+",2225,"chemotaxis protein CheA","CP080275",2379728,"+",2225
2379900,"OL67_002297","1",2380145,"-",245,"DUF2842 domain-containing protein","CP080275",2380145,"-",245
2380145,"OL67_002298","1",2381458,"-",1313,"adenylosuccinate synthase","CP080275",2381458,"-",1313
2381780,"OL67_002299","1",2383387,"-",1607,"choline dehydrogenase","CP080275",2383387,"-",1607
2383496,"OL67_002300","1",2384728,"+",1232,"TRAP transporter substrate-binding protein","CP080275",2384728,"+",1232
2384756,"OL67_002301","1",2385493,"+",737,NA,NA,NA,NA,NA
2384825,NA,NA,NA,NA,NA,"TRAP transporter small permease subunit","CP080275",2385493,"+",668
2385493,"OL67_002302","1",2386851,"+",1358,"TRAP transporter large permease","CP080275",2386851,"+",1358
2386862,"OL67_002303","1",2387656,"+",794,"IclR family transcriptional regulator","CP080275",2387656,"+",794
2388192,"OL67_002304","1",2388548,"-",356,"nitrile hydratase accessory protein","CP080275",2388548,"-",356
2388545,"OL67_002305","1",2389249,"-",704,"nitrile hydratase subunit beta","CP080275",2389249,"-",704
2389246,"OL67_002306","1",2389872,"-",626,"nitrile hydratase subunit alpha","CP080275",2389872,"-",626
2390122,"OL67_002307","1",2390484,"+",362,"preprotein translocase subunit SecG","CP080275",2390484,"+",362
2390747,"OL67_002308","1",2392390,"+",1643,"CTP synthase","CP080275",2392390,"+",1643
2392583,"OL67_002309","1",2393485,"+",902,"fructose bisphosphate aldolase","CP080275",2393485,"+",902
2393616,"OL67_002310","1",2394401,"-",785,"crotonase/enoyl-CoA hydratase family protein","CP080275",2394401,"-",785
2394541,"OL67_002311","1",2395650,"+",1109,"pyridoxal phosphate-dependent aminotransferase","CP080275",2395650,"+",1109
2395676,"OL67_002312","1",2396929,"-",1253,"aminotransferase class V-fold PLP-dependent enzyme","CP080275",2396929,"-",1253
2397134,"OL67_002313","1",2399188,"+",2054,NA,NA,NA,NA,NA
2397347,NA,NA,NA,NA,NA,"ABC transporter ATP-binding protein/permease","CP080275",2399188,"+",1841
2399245,"OL67_002314","1",2399985,"+",740,"folate-binding protein YgfZ","CP080275",2399985,"+",740
2400086,"OL67_002315","1",2400655,"+",569,"hypothetical protein","CP080275",2400655,"+",569
2400744,"OL67_002316","1",2401307,"-",563,"elongation factor P","CP080275",2401307,"-",563
2401524,"OL67_002317","1",2401841,"+",317,"DUF6280 family protein","CP080275",2401841,"+",317
2402032,"OL67_002318","1",2403492,"+",1460,"cobyric acid synthase","CP080275",2403492,"+",1460
2403541,"OL67_002319","1",2404947,"-",1406,"hypothetical protein","CP080275",2404947,"-",1406
2405076,"OL67_002320","1",2406494,"-",1418,"TolC family outer membrane protein","CP080275",2406494,"-",1418
2406632,"OL67_002321","1",2407285,"-",653,"protein-L-isoaspartate O-methyltransferase","CP080275",2407285,"-",653
2407391,"OL67_002322","1",2407906,"-",515,"PhnA domain-containing protein","CP080275",2407906,"-",515
2408169,"OL67_002323","1",2408486,"-",317,"hypothetical protein","CP080275",2408486,"-",317
2408586,"OL67_002324","1",2408879,"+",293,NA,NA,NA,NA,NA
2408730,NA,NA,NA,NA,NA,"entericidin A/B family lipoprotein","CP080275",2408879,"+",149
2409213,"OL67_002325","1",2411027,"-",1814,"translation elongation factor 4","CP080275",2411027,"-",1814
2410974,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",2412302,"+",1328
2411274,"OL67_002326","1",2412302,"+",1028,NA,NA,NA,NA,NA
2412477,"OL67_002327","1",2412659,"+",182,"hypothetical protein","CP080275",2412659,"+",182
2412852,"OL67_002328","1",2413163,"+",311,"hypothetical protein","CP080275",2413163,"+",311
2413332,"OL67_002329","1",2414297,"+",965,"LysR family transcriptional regulator","CP080275",2414297,"+",965
2414301,"OL67_002330","1",2414756,"-",455,"low molecular weight phosphotyrosine protein phosphatase","CP080275",2414756,"-",455
2414917,"OL67_002331","1",2415387,"-",470,"copper chaperone PCu(A)C","CP080275",2415387,"-",470
2415441,"OL67_002332","1",2415797,"-",356,"hypothetical protein","CP080275",2415866,"-",425
2415981,"OL67_002333","1",2416271,"-",290,"50S ribosomal protein L28","CP080275",2416271,"-",290
2416583,"OL67_002334","1",2417605,"-",1022,"methylmalonyl Co-A mutase-associated GTPase MeaB","CP080275",2417605,"-",1022
2417748,"OL67_002335","1",2420252,"+",2504,"ATP-dependent helicase HrpB","CP080275",2420252,"+",2504
2420435,"OL67_002336","1",2420893,"+",458,"NUDIX hydrolase","CP080275",2420893,"+",458
2420984,"OL67_002337","1",2422465,"+",1481,"inorganic phosphate transporter","CP080275",2422465,"+",1481
2422571,"OL67_002338","1",2423497,"-",926,"ornithine carbamoyltransferase","CP080275",2423497,"-",926
2423607,"OL67_002339","1",2424791,"-",1184,"aspartate aminotransferase family protein","CP080275",2424791,"-",1184
2425128,"OL67_002340","1",2426057,"+",929,"DMT family transporter","CP080275",2426057,"+",929
2426039,"OL67_002341","1",2426875,"-",836,"ABC transporter permease","CP080275",2426875,"-",836
2427191,"OL67_002342","1",2427799,"+",608,"GcrA cell cycle regulator","CP080275",2427799,"+",608
2427955,"OL67_002343","1",2428473,"-",518,"YHS domain-containing protein","CP080275",2428473,"-",518
2428867,"OL67_002344","1",2429748,"+",881,"glutathione-dependent disulfide-bond oxidoreductase","CP080275",2429748,"+",881
2429846,"OL67_002345","1",2430643,"-",797,"SseB family protein","CP080275",2430643,"-",797
2430640,"OL67_002346","1",2431233,"-",593,"uracil-DNA glycosylase family protein","CP080275",2431233,"-",593
2431513,"OL67_002347","1",2432172,"+",659,"ATP-binding cassette domain-containing protein","CP080275",2432172,"+",659
2432150,"OL67_002348","1",2433856,"+",1706,"capsule biosynthesis protein","CP080275",2433856,"+",1706
2433861,"OL67_002349","1",2434694,"+",833,"3-deoxy-8-phosphooctulonate synthase","CP080275",2434694,"+",833
2434716,"OL67_002350","1",2436212,"+",1496,"phosphomannomutase/phosphoglucomutase","CP080275",2436212,"+",1496
2436291,"OL67_002351","1",2438243,"-",1952,"AsmA family protein","CP080275",2438243,"-",1952
2438655,"OL67_002352","1",2440076,"+",1421,"30S ribosomal protein S12 methylthiotransferase RimO","CP080275",2440076,"+",1421
2440096,"OL67_002353","1",2441448,"-",1352,"hypothetical protein","CP080275",2441448,"-",1352
2441641,"OL67_002354","1",2442120,"+",479,NA,NA,NA,NA,NA
2441731,NA,NA,NA,NA,NA,"DUF393 domain-containing protein","CP080275",2442120,"+",389
2442117,"OL67_002355","1",2442383,"-",266,"DUF6455 family protein","CP080275",2442383,"-",266
2442480,"OL67_002356","1",2442761,"-",281,"DUF6455 family protein","CP080275",2442761,"-",281
2442940,"OL67_002357","1",2443326,"-",386,"YigZ family protein","CP080275",2443326,"-",386
2443323,"OL67_002358","1",2444048,"-",725,"M48 family metalloprotease","CP080275",2444048,"-",725
2444216,"OL67_002359","1",2444464,"+",248,"hypothetical protein","CP080275",2444464,"+",248
2444529,"OL67_002360","1",2444825,"-",296,"DUF167 domain-containing protein","CP080275",2444825,"-",296
2445039,"OL67_002361","1",2445617,"+",578,"nitroreductase","CP080275",2445617,"+",578
2445614,"OL67_002362","1",2446318,"+",704,"EI24 domain-containing protein","CP080275",2446318,"+",704
2446411,"OL67_002363","1",2446686,"-",275,"DUF1467 family protein","CP080275",2446686,"-",275
2446744,"OL67_002364","1",2447148,"-",404,"methylmalonyl-CoA epimerase","CP080275",2447148,"-",404
2447371,"OL67_002365","1",2448090,"+",719,"response regulator","CP080275",2448090,"+",719
2448092,"OL67_002366","1",2448232,"+",140,"hypothetical protein","CP080275",2448232,"+",140
2448387,"OL67_002367","1",2449616,"-",1229,"DUF1501 domain-containing protein","CP080275",2449616,"-",1229
2449630,"OL67_002368","1",2451027,"-",1397,"DUF1800 domain-containing protein","CP080275",2451027,"-",1397
2451245,"OL67_002369","1",2453023,"-",1778,"aspartate--tRNA ligase","CP080275",2453023,"-",1778
2453192,"OL67_002370","1",2453845,"-",653,"aminotransferase class IV family protein","CP080275",2453845,"-",653
2453788,"OL67_002371","1",2454939,"-",1151,"aminodeoxychorismate synthase component I","CP080275",2454939,"-",1151
2455128,"OL67_002372","1",2458487,"+",3359,"carbamoyl-phosphate synthase large subunit","CP080275",2458487,"+",3359
2458569,"OL67_002373","1",2459450,"-",881,"LysR substrate-binding domain-containing protein","CP080275",2459450,"-",881
2459569,"OL67_002374","1",2460876,"+",1307,"aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","CP080275",2460876,"+",1307
2461003,"OL67_002375","1",2461716,"-",713,"trypsin-like serine protease","CP080275",2461716,"-",713
2462307,"OL67_002376","1",2465351,"-",3044,"efflux RND transporter permease subunit","CP080275",2465351,"-",3044
2465363,"OL67_002377","1",2466406,"-",1043,"efflux RND transporter periplasmic adaptor subunit","CP080275",2466406,"-",1043
2466410,"OL67_002378","1",2466907,"-",497,"MarR family transcriptional regulator","CP080275",2466907,"-",497
2467071,"OL67_002379","1",2468243,"+",1172,NA,NA,NA,NA,NA
2467119,NA,NA,NA,NA,NA,"beta-ketoacyl-ACP synthase III","CP080275",2468243,"+",1124
2468343,"OL67_002380","1",2469092,"-",749,"arsenical resistance protein ArsH","CP080275",2469092,"-",749
2469094,"OL67_002381","1",2469555,"-",461,"hypothetical protein","CP080275",2469555,"-",461
2469943,"OL67_002382","1",2470542,"+",599,"thymidine kinase","CP080275",2470542,"+",599
2470604,"OL67_002383","1",2471560,"-",956,"D-glycerate dehydrogenase","CP080275",2471530,"-",926
2471557,"OL67_002384","1",2471895,"-",338,"tRNA-binding protein","CP080275",2471895,"-",338
2471888,"OL67_002385","1",2472715,"-",827,"pyrroline-5-carboxylate reductase","CP080275",2472715,"-",827
2472773,"OL67_002386","1",2473273,"-",500,"YbjN domain-containing protein","CP080275",2473273,"-",500
2473648,"OL67_002387","1",2473896,"-",248,"accessory factor UbiK family protein","CP080275",2473896,"-",248
2473993,"OL67_002388","1",2474895,"+",902,"prolipoprotein diacylglyceryl transferase","CP080275",2474895,"+",902
2474892,"OL67_002389","1",2475959,"+",1067,"SAM-dependent methyltransferase","CP080275",2475959,"+",1067
2475956,"OL67_002390","1",2476723,"+",767,"peptidoglycan editing factor PgeF","CP080275",2476723,"+",767
2476929,"OL67_002391","1",2477081,"+",152,"hypothetical protein","CP080275",2477081,"+",152
2477333,"OL67_002392","1",2478109,"+",776,"Hint domain-containing protein","CP080275",2478109,"+",776
2478208,"OL67_002393","1",2478708,"-",500,"Lrp/AsnC family transcriptional regulator","CP080275",2478708,"-",500
2478951,"OL67_002394","1",2479892,"+",941,"thioredoxin-disulfide reductase","CP080275",2479892,"+",941
2479898,"OL67_002395","1",2480233,"+",335,"ribonuclease E inhibitor RraB","CP080275",2480233,"+",335
2480417,"OL67_002396","1",2482492,"+",2075,"bifunctional sulfate adenylyltransferase/adenylylsulfate kinase","CP080275",2482492,"+",2075
2482565,"OL67_002397","1",2483425,"-",860,"hypothetical protein","CP080275",2483425,"-",860
2483444,"OL67_002398","1",2484325,"-",881,"PhzF family phenazine biosynthesis protein","CP080275",2484325,"-",881
2484575,"OL67_002399","1",2484799,"-",224,"DUF1150 domain-containing protein","CP080275",2484799,"-",224
2484805,"OL67_002400","1",2485218,"-",413,"Hsp20 family protein","CP080275",2485218,"-",413
2485397,"OL67_002401","1",2485621,"+",224,"YdcH family protein","CP080275",2485621,"+",224
2485751,"OL67_002402","1",2486251,"+",500,"5-(carboxyamino)imidazole ribonucleotide mutase","CP080275",2486251,"+",500
2486244,"OL67_002403","1",2487332,"+",1088,"5-(carboxyamino)imidazole ribonucleotide synthase","CP080275",2487332,"+",1088
2487512,"OL67_002404","1",2488660,"-",1148,"alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase","CP080275",2488660,"-",1148
2488657,"OL67_002405","1",2489475,"-",818,"alpha/beta fold hydrolase","CP080275",2489475,"-",818
2489578,"OL67_002406","1",2490459,"-",881,"DMT family transporter","CP080275",2490459,"-",881
2490553,"OL67_002407","1",2491446,"-",893,"HNH endonuclease","CP080275",2491446,"-",893
2491697,"OL67_002408","1",2493349,"-",1652,"chaperonin GroEL","CP080275",2493349,"-",1652
2493424,"OL67_002409","1",2493711,"-",287,"co-chaperone GroES","CP080275",2493711,"-",287
2493880,"OL67_002410","1",2494590,"-",710,"DUF2161 family putative PD-(D/E)XK-type phosphodiesterase","CP080275",2494590,"-",710
2494791,"OL67_002411","1",2495711,"+",920,"manganese-dependent inorganic pyrophosphatase","CP080275",2495711,"+",920
2496239,"OL67_002412","1",2498209,"-",1970,"methyl-accepting chemotaxis protein","CP080275",2498209,"-",1970
2498349,"OL67_002413","1",2499224,"+",875,"TIGR01459 family HAD-type hydrolase","CP080275",2499224,"+",875
2499369,"OL67_002414","1",2499812,"+",443,"MaoC family dehydratase","CP080275",2499812,"+",443
2499894,"OL67_002415","1",2500826,"+",932,"bifunctional riboflavin kinase/FAD synthetase","CP080275",2500826,"+",932
2500823,"OL67_002416","1",2501293,"+",470,"YcgN family cysteine cluster protein","CP080275",2501293,"+",470
2501294,"OL67_002417","1",2502328,"+",1034,"beta-eliminating lyase-related protein","CP080275",2502328,"+",1034
2502365,"OL67_002418","1",2503240,"-",875,"LysR family transcriptional regulator","CP080275",2503240,"-",875
2503332,"OL67_002419","1",2503766,"+",434,"hypothetical protein","CP080275",2503766,"+",434
2503871,"OL67_002420","1",2504737,"-",866,"alpha/beta hydrolase","CP080275",2504734,"-",863
2504950,"OL67_002421","1",2505969,"+",1019,"ribose-phosphate pyrophosphokinase","CP080275",2505969,"+",1019
2506107,"OL67_002422","1",2506484,"+",377,"GFA family protein","CP080275",2506484,"+",377
2506491,"OL67_002423","1",2506841,"-",350,"H-type lectin domain-containing protein","CP080275",2506841,"-",350
2506973,"OL67_002424","1",2507386,"-",413,"F0F1 ATP synthase subunit epsilon","CP080275",2507386,"-",413
2507398,"OL67_002425","1",2508822,"-",1424,"F0F1 ATP synthase subunit beta","CP080275",2508822,"-",1424
2508843,"OL67_002426","1",2509724,"-",881,"F0F1 ATP synthase subunit gamma","CP080275",2509724,"-",881
2509739,"OL67_002427","1",2511277,"-",1538,"F0F1 ATP synthase subunit alpha","CP080275",2511277,"-",1538
2511278,"OL67_002428","1",2511838,"-",560,"F0F1 ATP synthase subunit delta","CP080275",2511838,"-",560
2512392,"OL67_002429","1",2513138,"-",746,"class I SAM-dependent methyltransferase","CP080275",2513138,"-",746
2513204,"OL67_002430","1",2513977,"+",773,"hydroxyacylglutathione hydrolase","CP080275",2513977,"+",773
2514160,"OL67_002431","1",2516481,"+",2321,"ATP-dependent Clp protease ATP-binding subunit ClpA","CP080275",2516481,"+",2321
2516486,"OL67_002432","1",2517451,"+",965,"M23 family metallopeptidase","CP080275",2517451,"+",965
2517639,"OL67_002433","1",2518223,"+",584,"DUF2087 domain-containing protein","CP080275",2518223,"+",584
2518234,"OL67_002434","1",2520201,"-",1967,"peptidoglycan -binding protein","CP080275",2520201,"-",1967
2520205,"OL67_002435","1",2521386,"-",1181,"biopolymer transporter ExbB","CP080275",2521386,"-",1181
2521465,"OL67_002436","1",2521995,"-",530,"gamma-glutamylcyclotransferase","CP080275",2521995,"-",530
2522063,"OL67_002437","1",2523064,"+",1001,"DUF2125 domain-containing protein","CP080275",2523064,"+",1001
2523061,"OL67_002438","1",2523924,"-",863,"extensin family protein","CP080275",2523924,"-",863
2523921,"OL67_002439","1",2524841,"-",920,"prephenate/arogenate dehydrogenase family protein","CP080275",2524841,"-",920
2524838,"OL67_002440","1",2525923,"-",1085,"histidinol-phosphate transaminase","CP080275",2525923,"-",1085
2526080,"OL67_002441","1",2526541,"+",461,"Lrp/AsnC family transcriptional regulator","CP080275",2526541,"+",461
2526584,"OL67_002442","1",2527156,"-",572,"PA14 domain-containing protein","CP080275",2527156,"-",572
